ISO,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
CAF,1.00166011679398,0.98133299923767,0.965648522966808,1.04201273648411,0.966851971169185,0.953597788679654,0.985547881557851,1.05626495285584,1.0868909565321,1.07054209526724,0.998921193576729,1.1379007960757,1.08863922582651,1.00981435223025,1.06110719695283,1.15691621506516,1.11560194258125,1.00400544969193,1.01481018268283,1.03136018346639,0.998931840918011,0.975509861543678,0.926218117770005,0.88943015610166,1.00949639830273,0.996543242168057,0.890391482608298,0.926286335060514,0.958105059283263,0.98049281744219,0.997032577088546,1.00788484767839,0.999670496022095,0.9401469878739,0.962288509520277,0.970755784712479,0.972666578949799,1.00999451251574,1.0605366568408,1.03295169350927,1.05336754021643,1.03260519621304
CAN,1.00353756031985,0.999394979486584,1.00806705660587,1.04508090729203,1.0577233369382,1.02214610327685,1.04126761503065,1.02168816283534,1.01065588860438,1.02291389252961,1.00560262795619,0.993811097014668,0.921717456906241,0.925028678005945,0.954332250998076,0.974460351839249,0.966506006576099,0.994976876557111,1.02790627062344,1.03749506621955,1.00515394768307,0.943449853116401,0.917732729586892,0.909397046710597,0.93173711034209,0.945506820766695,0.938103616667785,0.953619237579597,0.947869416443558,0.978734800939459,1.00987631820435,0.990036838152606,0.979984279127223,0.9938247375474,1.01650486309741,1.0378246863977,1.03833695208324,1.03934123484834,1.0323438095266,0.953058039734916,0.990838289302927,1.00259355102618
CHE,1.01911878081468,1.05434854524742,1.08099862668032,1.09313657002879,1.07815455724612,0.98448701718704,0.970243767911432,0.969523647349365,0.98917549322922,0.996296681608388,1.0127990005606,0.986118789214221,0.959250947906553,0.94473138315905,0.955095063779395,0.9502919673685,0.976394013423286,0.976675334033409,0.978539807621006,0.993297144553003,1.01489178389017,0.986147318521619,0.95605971291845,0.947504558890899,0.955898118387704,0.947220063079283,0.942732929530309,0.97974520647849,1.00316487391621,0.995648041400195,1.01001536299783,1.00010086509287,0.994474867757409,0.962395401283648,0.980948315622694,0.990254963376003,1.05378015382079,1.14538375323752,1.19777277738797,1.14874348041502,1.20432398055717,1.20562785704311
CHL,1.00362655410906,1.08915072345441,1.05834243849633,1.01154707174886,0.970273187213923,0.764841430461273,0.804581039652227,0.840686724214045,0.887808572721867,0.965791307542098,1.00348698788109,1.02064233375587,0.855962258919627,0.81861408872185,0.817757402940985,0.809308117243766,0.82970499464005,0.868798720539507,0.949519270168292,1.01120993484865,1.00333029317026,1.01332169749698,1.04949105613011,1.04819072731505,1.08848394121471,1.19257051718303,1.17865167648607,1.15312344477674,1.09406228749452,1.01819721342174,1.00583002077654,0.949918806995547,0.913505678269074,0.911357391190146,0.97973558763957,1.02210269767832,1.12949473162978,1.14838781086367,1.06536068583506,1.01763454417048,1.1175898644703,1.12751980832744
CHN,0.998344834673897,0.99923266349648,0.93972942274287,0.967496551759042,0.941886748346707,0.952823702877512,0.907239333608553,0.895609930233229,0.978924808322695,1.00066158940326,0.999911501882644,0.969709291280764,0.986605844680083,0.985913091957511,1.12598491123079,1.15852194873902,1.15833859884391,1.16527967053558,1.09888038873685,0.988112801247008,0.997309669557262,0.975626133363731,0.984059492104216,1.0266625348913,1.04015339496261,1.09481069694307,1.06343674939397,1.06657585056421,0.99945637239777,0.99552786745419,1.00063077562957,0.986275582522513,1.01581909757917,1.02376225892027,1.05696576410403,1.09428850811295,1.16022850333515,1.22179874945174,1.18291033914086,1.20892219754027,1.23743381689621,1.16376652513438
CIV,1.00081239737674,0.959301265787139,0.965994040359818,1.02004298225413,1.09392720459326,1.04199790308869,1.19980293238189,1.31936242964733,1.34425970373219,1.29183075835872,1.00233270775787,0.992699682831206,0.975924455039433,0.97418190894103,1.05564632603687,1.15777946154351,1.14430013450218,1.0600306750762,1.04658553644352,1.11632514824909,1.00337158251982,0.994117151075629,1.01196742414359,0.992897771624474,1.023101022624,1.08887046704853,1.16349722478773,1.15249114005695,1.16869392546605,1.146644299384,1.00255957571371,1.13012074047925,1.15831003007145,1.08522841272881,1.04657188130413,1.05228686826756,1.06241179345537,1.04539763952204,1.09699839136867,1.1475422334335,1.18238947552963,1.00476821921534
CMR,0.995033652179358,0.979988564476123,0.992965725857988,0.954530083148697,0.917702562154618,0.961398524783012,0.887551734135848,0.946787604778001,1.0728319117268,1.06014093931924,1.00191563101502,1.07671933002468,1.15462407977098,1.25572558156052,1.35705696819304,1.3660404167015,1.2081853837728,1.11484267070174,1.04477385090423,1.01955867831118,1.00836736675353,0.962865097943129,0.907033987172268,0.864249849719985,0.86866969149017,0.895907731695132,0.933220095870186,0.945399294149557,0.971090249408603,0.995188444820617,1.00884323952549,0.997414718698846,1.01096686425844,1.05219640951155,1.06071777054371,1.05824202964575,1.11094449052388,1.11490827970176,1.10595987439849,1.12421935374325,1.15677202534543,1.12789697816993
COD,0.998451096568811,1.02555189273483,0.966306020198913,1.07315787106831,1.08164296936771,0.876548175018942,0.791979281397228,0.838844253125619,0.800125760125871,0.974420046826027,1.0003530870692,0.948585573941681,0.971424582831712,1.04643387463135,1.34218253770588,1.24203734927382,1.17146362026211,0.967267948145974,1.17426742786071,1.30842938759428,0.993959490288771,0.943150683014665,0.928523915833237,0.799594133916474,0.847231018158558,0.902103643323957,0.894682538765121,0.933730866751128,0.930321577468963,1.00827027984933,0.97677097176885,0.88000466786898,0.85974997734909,0.956009410328543,0.986342373844541,0.959294394706464,1.09391670229269,1.15761319650011,1.08410374904477,1.04496929782003,1.1700912028515,1.1475719561551
COG,0.952074920178421,0.911944189089752,0.858398548230067,0.814672572842285,0.9402837126199,0.850461828623413,0.82964770386514,0.777452522827819,0.754239752808693,0.836788501430119,0.96756604317191,1.10826287323019,1.2222669978978,1.47727557209186,1.74964252342221,1.72174284790905,1.10511925819027,1.09601338714336,0.975957036055016,1.04869943359673,0.97206535731012,1.05351138894214,0.915888071147392,0.909454367589267,0.660271937457867,0.626519683750428,0.729731230356471,0.660376982167704,0.513473635697405,0.646821557954555,0.989502399853311,0.806206398298406,0.768227745475334,0.701545533801701,0.782178997418163,0.928317337889542,0.955120876213938,0.754366520197363,0.778065261709382,0.625093804500366,0.761239857658149,0.715128836248261
COK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
COL,0.996161909765848,0.99471894099037,1.0098014426163,1.03747708251036,1.02896051201858,1.01731750215422,1.02788425844639,1.02696628357998,1.03399824821776,1.00752823122575,0.998383847987433,0.972216298117992,0.95994975470193,0.937002511744087,0.942478430163507,0.927227223164553,0.982198735955463,0.965692171292134,0.973734666770728,0.980476888751695,0.996414744903749,0.992531087379623,1.00243456060975,1.03253491731191,1.07571424142158,1.10379136023879,1.08989920550163,1.09678168547679,1.05219096408116,0.983174899777971,0.999327487215898,0.942828680197531,0.913071268657582,0.899469900759707,0.907995595867385,0.915155011697888,0.945749231972203,0.98002577389465,0.993266987104438,0.958964919476074,0.976192747519668,1.00896291534449
