ISO,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
COM,1.05023860058382,1.03585468757065,1.00325669331749,1.02370335525835,0.999816159398758,1.01274389866501,0.97396923085378,0.97360275708929,0.961483782709234,1.01308246727476,1.04901211972145,1.0487147742819,1.08182781672294,1.12339915407404,1.10853917149462,1.11393370040776,1.12802490173236,1.10602169433575,1.11663722158681,1.07263804280449,1.04892181690425,1.05441180287912,1.07657398649776,1.07723439826025,0.926696185688144,1.017004748284,0.987538886269765,1.00483321195804,1.02587951164225,1.05062371120178,1.04679255363906,1.12636915372642,1.18346434336056,1.1695171993589,1.14338410713227,1.16025595034596,1.17336444696922,1.17438006803589,1.18147476711716,1.19193638664913,1.20333260739794,1.17228606860704
CPV,1.01967211648802,1.04741458783893,1.03642371242367,1.01631137337734,1.00203085843653,0.816466559995789,0.831896989928026,0.803858526122262,0.8983440306148,0.943842149787748,1.01775601230227,0.995278006935521,0.993157271355249,1.00785985899244,0.980779991924936,0.966976536912699,1.03196341861124,1.05020086286292,1.04280390994223,1.072856425781,1.01660532642087,0.938871113801124,0.914383619053019,0.890036366057596,0.925877722227961,0.883081189914284,0.939015221599638,0.897065648201983,0.950662208708192,1.04987082370841,1.01584389564366,1.01929750741114,1.02952026433932,1.09987577203833,1.13772030388206,1.09205985040868,1.12939064510019,1.21812586441826,1.28698288623143,1.22407554118396,1.32599627777032,1.28242728562815
CRI,1.00008321640431,0.965430751880284,0.976004097261893,0.986796989663445,0.913930900469862,0.923556681819119,0.978747001787158,1.07192476463582,1.06073672636185,1.04219322215021,1.00183473003409,0.919041042485837,0.868372033127303,0.865826199554101,0.917513468398863,0.928471230328817,1.00637307457435,0.972060070893173,0.981661810105124,1.00551783542299,1.00224523187107,0.968841672477037,0.997884744050366,1.01894101875099,1.03006803733264,1.02436752368689,0.977130662953432,0.991940650202168,1.02591074095928,1.07010082762314,1.00243993304283,0.939646152939091,0.910809319113578,0.914672031882637,0.896981610994985,0.881203026357476,0.896249266186619,0.923415260485509,0.898291378420801,0.92782777187928,0.930398052097453,0.907932908872731
CUB,1.00341446187974,1.02794057052459,1.02232323559297,1.06017815117776,1.06341747244484,1.06601814323136,1.0480228594192,1.04929526340262,1.06937160075263,1.05430050635993,1.00326297248276,1.06403836214864,1.0634369219023,1.06730666802693,1.08004097352654,1.07661446219975,1.05867044169567,1.03422646968109,1.03664467986,1.02283284754278,1.00321479616529,0.898079021258885,0.784622708943684,0.667668850387417,0.691724498070066,0.726171093717373,0.801504518588995,0.84108093037559,0.86467688251551,0.93719415159968,1.00313201216593,0.975229417409466,0.938239475823809,0.925024974827719,0.931912509678825,0.988473237817413,1.05871477205744,1.08725329220342,1.08514013895884,1.0447446259738,1.00760557204114,1
CYM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CYP,1.00547561944702,1.05151223625898,1.06850628594351,1.0328801503944,0.7326556732744,0.563540260733106,0.692726665496663,0.815738472704874,0.873368534313307,0.973364205705353,1.00540719950274,0.933152820121459,0.931446430785359,0.900556814263142,0.947906240449234,0.920157814519308,0.899519855154455,0.923812084509528,0.944281704491279,0.984576509670324,1.00543093759041,0.945268426698662,0.9955383631415,0.936364513423809,0.962435141034454,0.987950706999682,0.950210047879203,0.937143252971504,0.968539428147821,0.988386952953048,1.00540963636432,1.03636848239999,1.006434323897,0.967550466119555,0.988753607046134,0.978316546734904,1.00810797326278,1.0698911687645,1.15626170070039,1.1311463419645,1.14826092948519,1.14817872831568
CZE,1.00367084929431,1.00939930074326,1.01609027016483,1.02005837736614,1.02658371148724,1.02648648542247,1.01365730585991,1.03079906250254,1.01585073979426,0.998444682280286,1.0018131821501,0.97444627354054,0.972654676383928,0.96727394071445,0.97027396425757,0.958983727216207,0.981341480796796,0.990567035486537,1.01690232661733,1.02965046140555,1.00520524751336,0.849451155572119,0.827342423683319,0.854513958572496,0.892024309495028,0.944209211593326,0.995956404092393,0.971841259830705,0.972445591498201,0.974702359640682,0.998341571906624,1.01683128302776,1.00035305021824,0.987991727202549,1.0029599710695,0.98810653638325,1.01288909096079,1.07581991758937,1.04676764263742,1.01226720787368,0.982855376328727,0.954763976753763
DEU,1.00182280291756,1.00536047052831,1.02127837911352,1.03876210445451,1.00868534495144,0.984177206553095,1.00337040603333,1.00996283822085,1.02253661800943,1.03322021670884,1.00520582888615,0.945374478571824,0.903186630605602,0.884877065306351,0.869007656370216,0.853943704296021,0.891740768196974,0.903513848301541,0.930372788699717,0.955744028913774,1.00246622209694,1.02556670445881,1.03311678236959,1.0064560123908,1.01576494727583,1.0206370567509,1.00095382966813,1.00653564937601,1.01655829218907,1.0223842468433,1.00302294517463,0.999819341008665,0.983367977575482,0.969924641717392,0.971360940409894,0.963741151635024,0.985949703989212,1.0179352483103,1.01929166152277,0.961003395166791,1.00046444730055,1.00710388923564
DJI,1.01595959406795,1.04721871685769,1.05134229334808,1.07373904507345,1.01263839547547,1.10777931481949,1.18521094617403,1.03482248910836,0.946434660193254,0.989711429789791,1.01471049135185,1.03460939938347,1.03359339357729,1.03147877715858,1.03683109158026,1.03020182093874,1.01185794189244,1.00030518061122,0.99866473571536,0.970468309357161,1.01400920215415,0.916959370069467,0.999194056003022,1.2715845627615,0.978999868464375,1.08989285328036,0.965761968906403,1.06016564432949,1.0280761196654,1.06014902232035,1.01324869490362,0.977409848514307,0.908482762381885,0.913972660805583,0.979613098148482,0.965042942769035,1.11304718902427,1.21940079731046,1.37479086450864,1.19194324103566,1.21707411557009,1.2263279929681
DMA,1.00263419049721,1.01753576938189,1.0770269700291,1.1550569242793,1.05635080238952,1.07505393321051,1.10304017803211,1.06664196332797,1.17363522991279,0.99119114867337,1.00277892677473,1.08979702681032,1.09236078413363,1.08076458467174,1.04958141400466,1.00402746998933,1.04620291538365,1.05349837197239,1.05401882319851,0.981213883889581,1.0028089593204,0.976205501328331,1.04538288180692,1.03029906882228,1.00267651163636,0.992552676518205,0.996794786402129,1.01479198503803,1.04614058155911,1.02738581769323,1.00288707761072,1.11721829019314,1.23557972528276,1.45916789735187,1.72545338037512,2.07585067357494,2.75146202414164,3.90190501577748,5.97766969510269,12.7233497492143,1,1
DNK,0.99651485357917,0.996068685001653,1.01758295463337,1.0525035121085,0.988081590216384,0.959418792030838,1.00603874819538,1.0060034842164,1.01949467259804,1.0298814389847,0.991685988747998,0.934073786728623,0.930556912848162,0.924370538070546,0.935400951481394,0.946281020885482,1.00673745132892,1.00177309887666,0.987486973214155,0.989096013431456,0.99849418470431,0.965933937125051,0.956222615138636,0.910817858992168,0.931250068878322,0.935754385563959,0.934661961349726,0.967723039591336,0.982798429209104,0.976434154344117,0.991650586503741,0.984694273798609,0.999534066776202,0.954364315890422,0.987287085482225,0.977622093759706,1.03065215210639,1.07440687062063,1.10416457029283,1.04362719265889,1.10448097200466,1.08606200814723
DOM,1.00967070483708,1.00382150218265,1.02139910574629,1.0480242725306,1.07474873509275,1.11298325110372,1.02166119119972,1.00841338059497,0.944009207288874,0.93814646735894,1.00902443255098,1.05768863083252,1.04159226360614,1.07671060944877,1.02787092260571,1.00810525937325,1.04962453580538,1.08076278718322,1.14434800175992,1.11170333722182,1.00896729745569,0.947559167819502,0.973930236843819,0.988439036631987,0.96775483884181,0.948449559311186,0.94965963510579,0.986540620716588,1.01964967829333,1.02275619791442,1.00925862882398,0.989614723116468,0.98161488195976,0.901186073593122,0.887365509711626,0.911129710467287,0.961383504932901,0.998700762949404,0.990937095865166,1.01449044729458,1.03083662578729,1.00595027549993
DZA,1.00271795809825,0.833442479656908,0.824010762913484,0.797782484529013,1.01794566254689,0.885217680119534,0.874439352422988,0.885639060831931,0.893534023572461,0.971731194240507,1.00181490332741,1.07954188020308,1.08593343621408,1.14500637883607,1.19719594276398,1.26158887568352,1.0849745295052,1.01622149611871,0.926311188366337,0.953979577181128,1.0039037696813,0.991683178573493,0.930079738505685,0.839685973594303,0.797922607589859,0.79994008831389,0.859607167856002,0.834795219954932,0.79706288500037,0.829374381468517,1.00038446468276,0.936013391616352,0.924889258751333,0.988120433152327,1.01346463243851,1.15129561533979,1.23996058177098,1.20301233382945,1.25106101576787,1.0567787082536,1.18579360935029,1.25195572098482
ECU,0.999273059321604,0.911029247002669,0.858355144388036,0.893151716817106,1.01465322154744,0.942858332318625,0.96623492602927,1.00331439907946,0.969214831908707,1.00133055298033,1.00091800299722,1.00397162715127,1.00210143617252,0.95633955226982,0.973644158871747,0.985534247202499,0.931248099699074,0.880012630271408,0.922271352600749,0.941316907560545,1.0006415830103,0.999849870763428,1.00427155267499,0.954645349328384,0.982286599510002,0.976084723315568,0.986462264849757,0.999485717418802,0.971371171095453,0.937121506745191,1.00022813513805,0.945080888320754,0.959818859135218,0.949969545759913,0.991184011135661,1.04965268792075,1.05759381743627,1.04051291767323,1.07587803980664,0.974616597738683,0.979118021217816,0.999342223107131
EGY,0.992213154756848,0.964981348891875,0.980767943232504,0.947471628260113,1.00329767908297,1.00381905992148,0.998689308224788,1.01966755888404,1.03423743369809,0.994084064132778,0.99108593435088,1.05675822717959,0.958896705478765,1.00677639967736,1.04853891367153,1.03912684589121,0.982997419476904,0.951689370261588,0.886922927586232,0.933225245073752,0.990474177181642,0.97089993486391,0.979671954715486,0.968405089610758,0.989151592460603,1.05033411966401,1.15261905138895,1.10979047661941,1.03818625921304,1.01932613359659,0.997709550884439,0.993788788632865,0.974110358162097,0.967033449311204,0.971395696353568,0.964663621368177,0.977004094038568,1.00310183740815,1.02192098693396,1.00187635954395,1.03449944356688,1.02756048484527
ERI,1.01215636365047,1.01593487817424,1.02980048854935,1.02718085589766,1.00525891511168,0.975593884882305,0.969864931483805,0.966957407438358,0.93706020740005,0.98066576171973,1.01135255240828,0.999997826409081,0.983471033622955,1.01531261362755,0.984592002223168,0.918641176635005,0.975246720482022,1.05644977244923,1.05919198252586,1.05408022839501,1.00926987462845,0.893759312318261,0.678177809411975,0.758955569409205,0.907666172023309,0.921243757894897,0.993381528324075,1.05811203476765,1.06314855104362,1.04991584271108,1.00429379821594,1.08822460486694,1.11684079812317,1.08323083085079,1.09497606543991,1.11911225523432,1.10428036899131,1.11602332784615,1.00324773441263,1.03843117221031,1.05745436785368,1.10567475384283
ESP,1.00099847165203,1.0034038236013,1.04087835994037,1.07104169290972,1.05213274496581,1.02407302661297,1.03185749939904,1.0356886470729,1.03995386081723,1.02264928218182,1.00272846101769,0.918068418067477,0.871903582270242,0.829429609909023,0.801161113387182,0.778899207132778,0.817892459798288,0.863432678314924,0.91170024923896,0.958883975899572,1.00266979044906,0.994938599799793,0.970898710490703,0.922217815588165,0.917329964275923,0.926015742417444,0.915104500654051,0.939023068574893,0.975200584997646,0.988881754486754,1.00212081346235,1.01952622396762,1.04307797047287,1.02988380753214,1.05533826434098,1.07214278208564,1.14270466197051,1.21040840648352,1.20304428183653,1.14133129383895,1.10781658512371,1.08014484824813
EST,0.990564909767095,0.986808115812635,0.963433736001404,1.01467773825289,1.02052815573632,1.00067269217907,1.02485204790322,1.02684815641359,1.03120111498307,1.00581408889596,0.987644785646349,0.953338060399972,0.935726937512338,0.926348455927547,0.900648626860602,0.873869696742576,0.940022952546422,0.980420582168834,1.02851001688338,1.07265548239333,0.993616981487905,1.08647802486906,0.804790579247848,0.765566692462422,0.740940514452961,0.812777749823624,0.731166880174897,0.821525714027083,0.875922889241265,0.917672445017833,1.00523093303631,1.02112476792863,1.04558726534886,1.06825271468511,1.10184187509608,1.13925520112151,1.22423778870473,1.33519930655996,1.28874788553644,1.112659673075,1.13310043034858,1.16049982201483
ETH,0.999635568716893,1.00370385761293,1.02210904445552,1.02232267661276,1.00745137675643,0.996726172446562,1.00411615978906,0.985160545212822,0.968290893682862,0.968432045071334,0.999514324376234,1.05761402651549,1.1003165260657,1.21663203971692,1.18363518374873,1.17262470317357,1.15094876723789,0.940807277536048,1.07967336817992,1.03596206593269,1.00008870616021,0.930210037397943,0.832385487452711,0.900573806784064,0.839995512960106,0.935254919118235,0.959856960217743,1.06480205007779,0.973256776244442,0.997889792760121,0.999428845808521,0.927416791966861,0.796402351399659,0.70864727505645,0.742091840526604,0.816597715669575,0.851824415954697,0.934530206995911,0.950322184293441,1.01316458152143,1.04224318340956,1.01012872191618
FIN,1.00229815490645,0.982386740056351,1.0099774980797,1.05081938954858,1.04803217055621,1.01083814615228,0.981028302940421,0.943224027936052,0.937423456653438,0.989688103281994,1.00257891892427,0.968336611771188,0.952998844270662,0.935080555591563,0.931382244372669,0.913279065373227,0.925478356339936,0.942960299376068,0.99521785776295,1.03471056620596,1.00526789545454,0.880939748932114,0.816898688045066,0.780037923062011,0.80390913674969,0.853330419086402,0.836512800126015,0.896711007894612,0.954309725660744,0.971075113601264,1.00444342862173,1.00057594996446,0.994704890054288,0.959268949807581,0.996153293283921,0.989155401707214,1.0158399275869,1.0915537049008,1.11473332473321,1.02614361669963,1.0471510207686,1.05858922642573
FJI,1.01195680734417,0.988543530307998,0.983132864627248,1.02591002768291,1.04439880479296,1.07107016343219,1.01351754016832,1.01212624296314,0.984551790289652,1.06072544218878,1.01137970940069,0.920303572069918,0.897201233011231,0.871465116707812,0.904939856220668,0.911627511005266,0.905292156127582,0.893852617977448,0.897157925263089,0.948212154542539,1.01132624153083,0.967092852576771,0.988424250453725,0.988535041189949,0.987602954986533,1.01738895828323,1.05241813526198,1.06043509640704,0.995635329020009,0.963086068431131,1.01110515102027,0.992516335032375,1.01171436784329,1.04299152024495,1.04877775592451,1.10670101191391,1.15744197651087,1.17112227399541,1.19906896808756,1.21925118221141,1.2272268823148,1.27107525377479
FLK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FRA,0.992274143508366,1.00457508281685,1.01646082708911,1.05056670115323,1.03535699639682,0.997411347940934,1.00691497865146,1.00651051083861,1.02095229064517,1.02357121936532,0.997188384052407,0.949865269728985,0.934207652381812,0.910493707098762,0.884896082247339,0.866884232177565,0.896209977406868,0.908167129218666,0.947607173047935,0.976276408532663,0.99275056953809,0.968410774273825,0.952793060425399,0.91586793301016,0.911999492490299,0.905779018366451,0.892285515510283,0.918178757232754,0.954464131103739,0.968808029979974,0.994869416542254,1.02178502341128,1.02921333868064,0.972709933428063,0.985132948685132,0.993638377472368,1.01614798156118,1.06448930561044,1.06388132466809,1.03092538653282,1.05322771769372,1.04924514067376
FRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FSM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GAB,1.01035162060561,0.963435107848054,0.814814837618661,0.821948717608401,0.984160699634359,0.898571122816892,1.00042015244605,0.888529136316282,0.913183436835348,0.937349287177502,1.01091907901107,1.04171615713574,0.967054450707926,1.07827840740623,1.0737819416469,1.00290848563922,0.817422931484453,0.762226992389099,0.730310405237639,0.997962036305299,1.0101961700398,1.03929965039768,0.948341835385618,0.901693722024533,0.931800566494884,0.92135160377744,0.989473777747894,0.828294994543158,0.721164940014103,0.8065588834162,1.00941568021335,0.911143491225578,0.8641559765827,0.932815416058018,1.048091312364,1.39247664117553,1.28666134297146,1.29362195204327,1.47925375262381,1.3076181593853,1.51259658550818,1.33741288695607
GBR,1.00364293301945,0.987641895052349,0.991458234219539,1.0051943553004,0.923567987406715,0.911484813946058,0.925093659568624,0.944648338028257,0.984142892987892,1.01136104975723,1.00342887209286,0.952194020694893,0.932705785133334,0.931331685347857,0.919804106770641,0.923867941173356,0.9333995152489,0.961994892352243,1.00206845258196,1.01289402826138,1.00780179752705,0.95160879248466,0.915051834171075,0.900529490638711,0.902645347329342,0.891559176298453,0.902117121004223,0.950693836475144,0.968593344750372,0.984368864785148,1.00157317101496,1.02242571531743,1.02259244686881,1.01956471223556,1.0478602212563,1.0392402758656,1.06033086704648,1.07385243686242,1.03852279257365,0.980016952836916,1.01789448509199,0.997700688773739
GEO,1.01337978851819,1.00729629813642,0.981629361996345,1.03230341319777,1.03868565558837,1.01920067722274,1.04485700053155,1.04818965568315,1.05418445574897,1.02997007960663,1.01327769123961,0.990463678971606,0.984088313446406,0.985822957740736,0.969572743183104,0.951359865257346,0.964545950606299,0.952420729533665,0.949630817839027,0.944562227099211,1.01469339750615,0.93162565888295,0.460389689582577,0.292614509973594,0.298446135516655,0.357398049717068,0.443129092059105,0.541251053950514,0.623182966820088,0.76913680844591,1.00701654289759,0.98103319039079,0.983630235020641,1.03012004282158,1.04614130485527,1.08328826434866,1.14920791917134,1.21615678425933,1.2055897511249,1.14788333893174,1.13124020551837,1.11014033376595
GGY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GHA,1.00290715654267,1.00801155007188,0.917216347428522,1.02821872342417,1.11582008960798,1.0010433467953,0.901907456287877,1.00403352586437,1.01918901581333,0.982915602820054,1.00062996831372,0.926149985170085,0.781701990500384,0.771222519245656,0.846228264752247,0.899947798640612,0.917337349066941,0.946406464649686,1.01575263661725,0.989847569576941,1.00007215548554,1.01741455272423,0.962238678243049,0.939415027394373,0.944577201254296,0.937985501094599,0.907559879253162,0.94964178374459,0.917592232430249,0.989832624392032,1.00145657688587,0.961727620671651,1.00419271996092,1.11991981366411,1.20876947447874,1.23060124474736,1.28500698456748,1.40369116316145,1.55868069015393,1.69371494761082,1.99002909732688,1.92894844999954
GIB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GIN,1.0057100159524,1.02226718461591,1.01016620588374,0.991978274766445,1.01103789359824,1.01113066578038,1.0574690877545,0.992135965375786,1.02912581542567,0.989713320144151,1.0067249624914,0.965909782418173,0.961396477210681,0.947954486800595,0.945304532647649,0.973482833211727,0.966778328622841,0.974650966048738,1.01539674495293,1.03111000196287,1.0060075172123,1.043479482208,1.01952213690037,1.05418097318525,1.12181194779319,1.2355206050541,1.32474499999839,1.23132555812478,1.13573650805142,1.10278280410543,1.00590457994923,1.01308981917996,0.962630204622475,0.939381431120464,0.937814878777957,0.945666982455959,0.992967889885907,1.06709417875601,1.16743824189708,1.15336132258452,1.25554469886996,1.12327355629092
GLP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GMB,1.0008038140621,0.976704269628586,0.968991202556231,0.991611400183374,1.04738827484392,1.08663695351682,1.04544534637105,1.03905236455193,1.07482068100507,1.01995832010075,0.997837971059588,1.12060613304275,1.14110733827969,1.04702561702059,1.03041594213529,1.02060961017339,0.999262875449974,0.981441251212449,0.985042870575042,0.985599485967595,0.986437178191153,0.972860688953133,0.963223916901067,0.965889109123812,0.95580148649378,0.926882504007308,0.933043910573254,0.917669654332411,0.920022884974533,0.955951704956802,0.990651105230725,0.95497429963782,0.890084424484503,0.829142816708566,0.910039184230163,0.85041638697234,0.822648846043746,0.824237694971592,0.882571246072,0.872001366058786,0.87268946839393,0.790802905459692
GNB,0.996055260112072,0.944654202489762,0.960923676590853,0.948630787235776,0.945614735681514,1.00548335604035,1.05277322500484,0.956579680283448,1.08480475842351,1.08425981539373,0.987702695364675,0.829452742639279,0.847337634657086,0.803164778513912,0.849412712101136,0.705721111442916,0.842104208100435,0.876416763811181,0.931886588851548,0.94429340645119,0.975641098716733,1.00523018126496,0.907758680302697,0.969046974579902,1.05484312927465,1.04233913346736,1.05086153357173,1.15859155533247,0.822858472480443,0.88862988933723,0.973389104198894,1.04771079503663,0.967083639361035,1.0829102143236,1.08569259326936,1.09099753743576,1.08392374198255,1.13987821293426,1.15007373442633,1.27043330547534,1.22882968215045,1.22495079450856
GNQ,0.960774973919218,0.985610860564269,0.979121468587499,1.00914412764256,0.983566973542436,1.09264401747552,1.09659573060316,1.13845476663842,0.970740312027607,0.908355652986631,0.902889634699512,0.953508958212894,0.957789906664735,1.18632942903886,1.24811938144413,1.03997522224611,0.916481557300983,0.779017290932751,0.937429737087408,1.10477503690231,0.887550199467323,0.432168756874604,0.346956448773124,0.281818883300524,0.16273285354609,0.239144698945636,0.330216191623174,0.627257325553404,0.464968719317426,0.676941231677189,1.00218856434672,0.691293492278484,0.899397872628226,0.617114318803335,0.787625517166264,0.936909433410601,0.721661016973495,0.636656349949135,0.71469357426212,0.355444642426297,0.302691151949301,0.392885296674064
GRC,1.00685275406903,1.03174252303736,1.08219637730998,1.11847928129622,0.989605167082505,0.995120364329119,1.02161842136412,1.01291040299164,1.04761173708706,1.03853003270037,1.00535152473419,0.987292879019912,0.944332211869192,0.919592340726203,0.91783717166396,0.928656910506428,0.948285332694422,0.921443786100816,0.972932795713196,1.00423635246905,1.01000613873578,1.02104401240642,0.995501682294842,0.960490062110996,0.966380581518086,0.972826449346733,0.9615137331923,0.993181777482592,1.00040857840166,0.998155715900815,1.007570579882,1.03878185723598,1.07706852801507,1.07714536016572,1.1073926462119,1.06657995284195,1.1150768556985,1.13682961753958,1.15337493878544,1.11392879717529,1.05616462146117,0.967335353420656
GRD,1.00526850622654,1.01508703889014,1.04969314096718,1.05559273213387,1.07808538233658,1.13191233841651,1.17243699671117,1.0883259283501,1.10174629087214,1.06227486693067,1.00486775724705,0.907370703205873,0.891232064638143,0.868032652952277,0.886751616463185,0.900617524799405,0.864446536849094,0.938340429461689,0.92383729577549,0.985969047465369,1.00471563903939,0.948020257464834,0.994127956420982,0.926088413713034,0.931112212840578,0.890655969930117,0.963661097527631,0.951638482967967,0.974657816617219,0.976053424506133,1.00438195315624,1.1043445195648,1.2681240299737,1.5220503216346,1.71526377343787,2.17892665110883,2.74167969788107,3.86083373409025,6.06211676072084,11.7217116807172,1,1
GTM,1.00998958316743,0.980941125967064,0.985872472018601,0.996631666562866,0.97063935339705,0.950034017467284,0.962465914760166,1.04073937222096,1.01591971850304,1.01027700014999,1.00937730446822,0.994613022342941,0.963361043179112,0.951138357080171,0.951143261815585,0.926808594743748,0.958016939910969,0.929544697956413,0.959587144442542,0.983346996820295,1.0087504444919,1.01062053868472,0.974752526635922,0.983284044443793,0.993940639094089,1.00651169749226,0.995622402011166,1.00178470974461,1.01064940268674,1.00692240271035,1.00724007069014,0.993194139121522,0.982762804810877,0.961020453304581,0.939557492373789,0.927094100204038,0.935470256421902,0.960353138837795,0.975020268004767,0.998422746930159,0.999033990433821,0.993543986222969
GUF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GUM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GUY,0.998523995915262,1.01256318129822,1.02321703547766,1.04955739262611,1.03299408754947,1.02821985184837,1.02636572850077,1.02172769255287,1.01518688921088,1.00826697369535,0.999310059604746,1.01982344454324,1.03348193619193,1.04505318223852,1.05434182089327,1.06280661275064,1.07089720211649,1.07878004628891,1.0863585483622,1.09604099469864,0.994831155562868,0.994612725393132,1.01498223829778,1.04244067662721,1.07649322385665,1.07795611617467,1.11158084563979,1.13085936042458,1.06643552402704,1.05528748967617,1.00169854904466,0.958868478948739,0.910816556043609,0.850629044690376,0.831582847368996,0.773857405116142,0.774191681822806,0.790305557409272,0.770374709108442,0.762312165891759,0.763379164835442,0.761230905426902
HKG,1.0001242890247,0.9589560975275,0.953524190927898,0.950933872304988,0.845332113060848,0.809732551961101,0.87658362271771,0.904974259413711,0.919209811286673,0.957925948840533,1.00257638532999,0.97187820367963,0.934211552004141,0.90458304054744,0.937289773386717,0.912225507247902,0.923271826155913,0.985521165092647,1.00660230553883,1.00570113654919,1.0005783300055,1.00584830732395,1.02294281891474,1.04231523576368,1.05019606692574,1.02137105033803,1.05510803773954,1.0809201481798,0.992385116533908,0.958177654851928,0.998890154934943,0.982375255426414,0.993876505540263,0.98477552785349,1.00811403360238,1.04740051809334,1.06128144466283,1.09925250268539,1.07432868773655,1.01747836760886,1.03923104763255,1.03171532508313
HND,1.00305930497886,0.945419279605794,0.947429073297054,0.966557490674219,0.866237897681214,0.835655578002981,0.949329046390313,1.04876588387247,1.06729803648035,1.03047025976744,1.00477794358125,0.965957196806975,0.943015304149287,0.897040472533462,0.92479392852443,0.93229617493801,0.967482306654952,0.983796343865265,1.02637745092319,1.03331139738681,1.00616232697647,1.01810499048344,1.02478508750352,1.01566463958281,0.992501082575418,1.02937730634245,1.02791921815609,1.03294466111193,1.03710210421724,0.963802269344662,1.00445663967579,0.967507528578098,0.940455754078191,0.913604654461872,0.89154200364888,0.891422350644453,0.89517470237793,0.884860717850952,0.843159631111855,0.825055206291405,0.8067464383788,0.799710026472285
HRV,0.997054619627015,1.00700521081502,0.971478842321712,0.951601799662122,0.977911798074265,0.954451189364397,0.945942660467833,0.978012529231827,1.00506561746224,1.01942858283868,0.995887948177231,1.00595719241691,1.00068709273421,0.982881395053628,1.00409990727158,1.00624907257315,1.04722504307316,1.06003905435203,1.06347896566574,1.05763334217248,0.996256573210391,0.787241406232705,0.698026316856074,0.639873754372894,0.684813082686826,0.730458478823343,0.787980359735894,0.877931419464765,0.935597831448181,0.945528827579725,0.985386441049534,0.975032059658486,0.983464092110009,1.00707106619052,1.03226777250619,1.02179567709754,1.06150658485813,1.13962274838805,1.16159871950398,1.08600049553732,1.03334749369822,1.01714789209428
HTI,0.990751886233083,0.947172459181688,0.895967779197927,0.899445087747378,0.914461700469625,0.882848770084529,0.990809143983188,0.960124880967685,0.948636341940884,0.959574940634467,0.986937281563911,0.925520569147798,0.903005974485911,0.931379123007279,0.9742517392031,1.00573109622121,1.02832300489977,1.02007838359404,1.03201349304256,0.978047879906884,0.980775014896833,0.927581309210505,0.842638227439444,0.741410184096816,0.649044910678091,0.792346492123498,0.870680191084192,0.876016199442987,0.847784936405333,0.90159068388249,0.97536386211747,0.921069031543872,0.895561183557843,0.836814868771151,0.813009862459134,0.827505268861115,0.818195592825996,0.857597772552171,0.819306696100375,0.848711699609288,0.774568228694567,0.759610439243464
HUN,0.997074170192365,0.960823425674106,0.929070670014455,0.907550375475904,0.848338496433454,0.812239795270255,0.848758898512107,0.89181760307408,0.932164927315119,0.968113939046345,1.00181396269315,1.001764791367,0.994157807104262,0.964601807208617,0.954696502947541,0.924935898175908,0.933427731263102,0.980980550644248,0.993937573653833,1.01525382312118,0.998210701273245,0.87849710042287,0.876784035642553,0.908168729198657,0.950898504062537,0.980707048554354,0.954353342681093,0.964136928176368,0.972255771042376,0.977521149464541,1.00049901377436,1.07941544174338,1.12332264408075,1.09624139068606,1.09922381970207,1.07826839704209,1.1005727582691,1.11255946671813,1.13818022235439,1.09889298617407,1.11071763724636,1.0983924636375
