,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
FJI,807.786241163969,807.161894050813,806.537546937657,805.913199824501,805.288852711346,804.66450559819,804.040158485034,803.415811371878,802.791464258722,802.167117145567,801.542770032411,800.918422919255,800.294075806099,799.669728692943,799.045381579788,798.421034466632,797.796687353476,797.17234024032,796.547993127164,795.923646014009,795.299298900853,801.300021512703,807.328123871218,813.383712287846,819.46689345459,825.577774446978,831.716462722584,837.883066121017,844.077692872851,850.300451592184,856.551451285564,862.830801343064,869.138611554637,875.47499209525,881.840053536778,888.233906848,894.65666339163,901.108434931748,907.589333626365,914.099472039321,920.638963134333,927.108758109879,933.607577313329,940.135532589038,946.692736181236,953.279300731063,959.89533928251,966.540965285393,973.216292589408,979.92143545305,986.656508540639,996.463143872127,1006.31698122042,1016.21820809034,1026.16701266753,1036.16358381699,1046.20811109052,1056.30078472667,1066.44179565376,1076.63133549136,1086.86959655325,1097.15677185187,1107.49305509686,1117.87864069802,1147.04928258442,1176.88638836935,1207.40414927986,1238.61704579557,1270.53985336889,1303.18764825821,1336.57581347112,1370.72004483239,1405.63635715468,1441.34109054143,1477.85091680577,1515.18284601127,1553.35423315247,1592.38278491419,1632.28656669094,1673.08400953656,1705.49971236677,1738.53312505435,1772.19586640179,1806.49977145862,1841.45689555001,1877.07951832011,1913.38014787953,1950.37152499736,1988.06662741215,1995.87687537066,2003.38386564261,2010.57512699849,2017.43785351411,2023.95889669199,2030.12475767183,2035.92157905461,2041.33513669682,2046.35083125205,2050.9536795491,2055.12830582134,2058.85893266856,2096.02245130879,2180.75527380851,2182.24181455412,2213.45917021191,2244.6765258697,2281.84004450992,2320.49010389576,2350.22091880794,2382.92481521134,2358.4806108203,2340.7959711956,2293.50412072928,2661.11539426369,2965.02630128141,2290.11090414713,2331.88287992781,2431.49978120859,2655.6166587015,2737.55830519115,2957.29193931237,3096.22454333045,3276.24921118858,3615.45211534011,3872.94624221936,4161.89834425953,4113.16610316518,4277.20216999932,4317.39735227778,4805.69900532555,4712.24989675105,4284.45184440984,4164.08460150743,4033.08782565675,4189.81477298807,4244.35778403175,4263.56476415554,4278.73448178846,4375.22437536579,4705.847248652,5089.65379767364,4912.17530600487,5050.68369555233,5071.09784157648,5084.59258637647,5261.74476393459,5472.84397786993,5548.21678615105,5246.20251917108,5117.92031489528,5427.47975012566,5208.16813185001,5197.60154864235,5247.42583095876,5160.30591370947,5311.92796714163,5403.36982429871,5304.12648459265,5259.50253163038,5176.37544411714,5044.15773696787,5301.39776210666,,,,
FRA,1939.0401180136,1903.82899501899,2020.3899538977,1915.97076156885,2000.96312741792,1963.32365111333,2047.10184030741,2160.02026922116,2306.93564447454,2153.94938594623,2297.22223123465,2147.87850267129,2323.93411764435,2395.57054028856,2413.78319011336,2336.07588419422,2348.21765074408,2201.3022754907,2406.49813018344,2435.63836990312,2277.79540475486,2305.72146781955,2523.05908906215,2333.64753088424,2618.97904480609,2694.25799741526,2462.35025631282,2582.5537451565,2538.84338557698,2371.28700718883,2574.05450857159,2663.9035810406,2778.03618660934,2778.03618660934,2735.54000368481,2679.68787755542,2716.11317720502,2730.68329706486,2754.96683016459,2819.31819287888,2884.88373224816,2952.87762492741,3026.94240088159,3077.93782039103,3188.42789599481,3119.21982666057,3260.06431863902,3204.21219250963,3351.12756776301,3534.46824266599,3491.97205974146,3431.26322699213,3369.34021758781,3437.33411026706,3456.76093674685,3513.82723953122,3573.32189562556,3727.52233080886,3697.16791443419,3845.29746634256,3600.03378203527,3946.07412870645,4266.61676562291,4231.4056426283,3929.07565553663,3943.64577539647,4204.69375621859,3617.03225520508,2909.16726534789,3413.05057716733,3918.14806564175,3733.59321408379,4383.17772450162,4558.01916281969,5074.044241189,5058.25994467417,5159.03660703806,5043.68982481433,5380.01675824562,5718.77204498688,5502.64860039927,5142.03813386825,4806.92537709195,5146.89484048819,5089.82853770382,4961.12581227524,5152.96572376313,5448.01065092487,5422.51294117015,5819.54870735077,4907.70203945583,4017.71055135066,3619.46060851505,3472.54523326167,2940.73585837754,3124.07653328052,4680.65100497334,5024.26299833455,5333.87804535613,6005.31773556372,6296.7201327605,6546.45701764337,6716.04955023411,6979.62533656669,7306.50253674302,7646.72963743593,7956.11916780302,8320.09814095013,8485.33011180343,8675.49236077082,9300.96147848183,9648.21075971561,10081.3157696334,10568.2253092501,11169.799392284,11596.1541798628,12105.0636902446,12615.1007667007,13054.3621294702,13880.4250490844,14568.5889112977,15320.4454815351,16059.8950358936,17164.353497786,17476.5863080112,17390.2457489859,18134.8254384295,18722.6603879501,19604.2121212448,20265.3481087408,20324.2027957017,19586.1073691221,19474.4003740614,19175.5503661761,18818.8931515748,18609.2531652982,19411.9926674671,19840.0767789457,20874.6544283436,21685.2213590922,22237.3052387964,22342.1797668472,22620.8757400094,22357.9756268748,22873.681727726,23321.7290453581,23568.8165697282,24863.2445756483,26472.81665173,27490.3220434222,28842.0899104861,29722.0868158445,30018.4332543044,28434.236696756,28859.9127740695,29177.5808488699,29916.1922591108,31427.0939708276,31502.9791128442,30622.8545600616,31387.1142918169,31617.613405814,,,,
FSM,478.505566508833,478.135724149736,477.765881790638,477.39603943154,477.026197072442,476.656354713345,476.286512354247,475.916669995149,475.546827636051,475.176985276954,474.807142917856,474.437300558758,474.06745819966,473.697615840563,473.327773481465,472.957931122367,472.588088763269,472.218246404172,471.848404045074,471.478561685976,471.108719326879,474.663346809402,478.234193138597,481.821321289811,485.424794463821,489.04467608859,492.681029818393,496.333919533809,500.003409347012,503.689563597365,507.3924468567,511.11212392404,514.848659835285,518.602119854402,522.372569480473,526.160074447694,529.964700723612,533.786514513534,537.625582256116,541.481970630414,545.355746552358,549.188236822938,553.037920075904,556.904862564113,560.789130777294,564.690791440294,568.609911516594,572.546558210072,576.500798961482,580.472701453739,584.462333610152,590.27145656337,596.10854041347,601.973696232037,607.867035493961,613.788670076555,619.738712263961,625.717274747145,631.724470625661,637.760413408532,643.825217016011,649.91899578222,656.041864454276,662.193938194042,679.473651328501,697.148155397835,715.225856810553,733.715333318729,752.625337406461,771.96479974525,791.742832714552,811.968733996296,832.65199023015,853.802280747177,875.429481372164,897.543668298157,920.155122043779,943.274331457211,966.911997874281,991.079039235155,1010.28101799651,1029.84890742852,1049.78959012136,1070.11007676277,1090.81750852438,1111.91915945691,1133.42243894694,1155.33489420021,1177.6642127952,1182.29074260409,1186.7376326968,1190.99749553384,1195.06274531381,1198.92559330632,1202.57804323778,1206.01188644823,1209.21869703055,1212.18982681994,1214.91640028666,1217.38930934052,1219.59920797706,1241.61363411383,1291.80652570567,1292.68710275114,1311.17922070602,1329.67133866091,1351.68576479768,1374.58076797992,1392.19230888934,1411.56500388969,1437.10173820835,1474.96655116359,1480.25001343642,1522.51771161901,1548.05444593767,1587.68041298385,1623.78407184816,1640.5150357121,1693.34965844035,1726.81158616824,1833.36140867021,1926.70257549011,1978.65662117289,2109.86260094804,2175.90587935835,2153.89145322158,2173.26414822194,2158.29433844893,2215.53184640454,2323.84282299744,2220.81530867736,2177.66703344929,2160.05549253987,2163.57780072176,2138.92164344858,2173.26414822194,2220.81530867736,2242.82973481413,2267.48589208731,2291.26147231502,2239.30742663225,2345.51206804018,2376.68749353932,2507.72695107698,2444.46297885309,2581.14734083883,2482.69053646232,2328.5722009487,2403.37876136562,2446.30902557304,2566.93952027018,2618.12525235214,2638.4351560747,2690.80966776109,2609.75071360179,2675.60055683142,2684.32193457852,2644.04518867921,2591.36082944376,2629.14841936248,2704.57833065247,2763.85179511755,2778.37027088135,2674.20018221055,2575.10576854271,2661.61445592197
GAB,411.229476545222,413.514084748251,415.79869295128,418.083301154309,420.367909357338,422.652517560367,424.937125763396,427.221733966425,429.506342169454,431.790950372483,434.075558575512,436.360166778541,438.64477498157,440.929383184599,443.213991387628,445.498599590657,447.783207793686,450.067815996715,452.352424199744,454.637032402773,456.921640605802,461.185193095012,465.448745584221,469.712298073431,473.975850562641,478.23940305185,482.502955540355,486.766508029564,491.030060518774,495.293613007983,499.557165497193,503.820717986403,508.084270475612,512.347822964822,516.611375454031,520.874927943241,525.138480432451,529.402032920955,533.665585410165,537.929137899374,542.192690388584,546.456242877794,550.719795367003,554.983347856213,559.246900345422,563.510452834632,567.774005323841,572.037557812346,576.301110301556,580.564662790765,584.828215279975,589.091767769184,593.355320258394,597.618872747604,601.882425236813,606.145977726023,610.409530215232,614.673082704442,618.936635192946,623.200187682156,627.463740171366,631.727292660575,635.990845149785,640.254397638994,661.908897950172,684.295571438059,707.439166374858,731.365267282583,756.100323190975,781.671676812802,808.10759476626,835.437298748594,863.690997823818,892.899921761069,923.096355501169,954.313674821895,986.586383152605,1019.9501496722,1054.44184871157,1090.09960040408,1126.96281279572,1165.07222534434,1204.46995387139,1245.19953705795,1287.30598449908,1330.83582635172,1375.83716474542,1422.3597268008,1470.45491957998,1520.17588674347,1571.577567266,1624.71675602096,1679.65216645905,1736.44449542345,1795.15649008741,1855.85301723294,1918.60113478577,1983.47016583249,2050.5317751055,2119.86004804179,2191.53157253524,2259.2236674398,2328.32601432154,2398.13348719187,2470.76146401656,2546.2099447956,2621.65842557465,2698.51715833087,2777.49126905286,2857.17050576344,2661.18576215051,2824.38214316603,3146.10274445804,3740.76381295729,4078.48053684975,4546.10356874121,4063.28098213316,4563.04174858761,4546.17453667513,4778.38241771203,5443.00496384384,5976.13936296385,5695.77882318969,6368.14159144699,8335.68896434629,8223.65814105912,9795.99415705725,9232.37119328426,9998.15725217388,10749.3249073976,12080.1079236744,11962.1351996414,10663.5619372985,11409.4497355056,10894.7760647092,9750.62920932748,7610.28494597845,6791.73541031636,6225.64573504316,8137.70281576102,7879.44970179023,8224.17862471356,7603.52581730076,7315.99908109158,7641.46440341638,7628.11003497568,8261.42190762734,6967.60152951979,6107.73961164911,6874.79408115841,8657.249480935,8341.93956747535,8390.49110415317,9550.32352385304,11256.4631494988,15614.6938394643,15001.8765875592,15625.8382469513,18451.1145462005,16793.6992686702,19950.3771846269,17857.4212817791,,,,
GBR,2689.08242149449,2828.73004939184,2862.19931558212,2948.75776262593,3003.00105610672,2967.22356466195,3150.72747239483,3181.8885133306,3164.57682392184,3219.97423002988,3266.13873511992,3328.46081699146,3323.84436648246,3324.99847910971,3387.32056098126,3463.49199437981,3488.88247217933,3425.40627768053,3505.04004896084,3498.11537319734,3681.61928093022,3845.50327399985,3830.49980984558,3883.58899069912,3907.82535587139,3963.22276197943,3958.60631147043,3952.83574833417,3927.44527053466,3869.73963917211,4012.84960495122,4117.87385403105,4204.43230107486,4204.43230107486,4180.19593590259,4124.79852979455,4154.80545810308,4285.22018498242,4442.17950228854,4644.14921205744,4626.83752264867,4587.59769332214,4438.71716440678,4398.32322245301,4649.91977519369,4752.63579901902,4903.82455318888,4921.13624259764,5110.41071346678,5270.83236865465,5184.27392161084,5135.8011912663,5222.35963831011,5124.26006499379,5110.41071346678,5216.58907517386,5344.6955767987,5400.09298290675,5134.64707863905,5206.2020615286,5321.61332425369,5434.71636172427,5495.88433096857,5679.38823870145,5686.31291446496,6102.94757290252,6213.7423851186,6256.44455232688,6300.30083216241,5620.52849471166,5248.90422873688,5123.10595236654,5351.62025256221,5493.57610571406,5679.38823870145,5936.75535457839,5696.69992811022,6134.10861383829,6182.58134418283,6351.08178776145,6279.5268048719,5929.83067881489,5941.3718050874,6090.25233400276,6472.26361362279,6692.6991254277,6965.0697054589,7176.27231624581,7231.66972235385,7227.05327184485,7912.59617243186,8635.07067709089,8816.26635956927,8937.44818543061,8546.20400479257,8143.41869788202,7784.48967080701,7621.75979036464,7785.64378343426,8028.00743515694,8008.38752049368,8118.2066071961,8198.07452983311,8658.16798815104,8945.56001813526,9259.95386235097,9460.68009426247,9592.5561654399,9656.58236956567,9925.85011802123,10314.731233417,10504.9835928978,10564.4126701276,10886.1688652355,11455.2809872723,11696.2016444474,11907.5353674918,12127.4862154169,12505.008983821,12705.7800534947,13019.9532252357,13190.2552099223,13625.9370349133,14210.5108542565,13425.5583294419,13619.2411653041,14202.848927251,14896.4848127741,15932.651481573,16798.9775848213,17088.009289592,16599.0954966175,16632.1473669017,16975.1782421951,17121.5195691064,17547.207952353,18072.3234406907,18970.6934837575,20111.8611110198,20679.1452996576,20921.493571714,20678.1840963273,20766.6595932768,21300.6408330387,22209.9681499876,22778.6754742168,23891.5148994175,26057.1206138758,27433.6900171669,28771.2092429068,30169.8388954182,31083.870419492,31368.7063480365,31538.8280321232,32654.5310352064,32586.2398226579,33408.1027229395,33958.7402319896,32941.4358515326,31181.4690170191,32503.1147452985,32356.5503681175,,,,
GEO,674.114965131789,677.373058174497,680.631151216111,683.889244257725,687.147337300433,690.405430342047,693.663523384755,696.921616426369,700.179709467983,703.437802510691,706.695895552305,709.953988595013,713.212081636627,716.470174679335,719.728267720949,722.986360762562,726.244453805271,729.502546846884,732.760639889593,736.018732931206,739.27682597282,751.804969456622,764.333112939329,776.861256423131,789.389399905838,801.91754338964,814.445686872347,826.973830355054,839.501973838856,852.030117321563,864.558260805365,877.086404288072,889.614547771873,902.142691254581,914.670834737288,927.19897822109,891.826069225322,1041.89295587334,1002.23242154564,932.558509886816,928.270884553797,850.021722230026,931.486603554109,1054.75583187239,1199.46318685249,1110.49496119945,1223.045126183,1202.67890585609,1233.76418952102,1309.86953917062,1281.99997450928,1313.08525817422,1427.77923582318,1329.1638531703,1469.58358282614,1301.29428850896,1243.41134652086,1194.10365518348,1304.51000751256,1354.88960516623,1444.92973715745,1335.59529116655,1442.78592449203,1515.67555514898,1447.07354982286,1489.94980315305,1323.80432150129,1163.01837152949,711.745805247269,614.202328926006,616.346141592516,563.822731264671,654.9347695875,754.622058575273,955.06854288462,1194.10365518348,1340.95482283556,1396.69395216919,1468.51167648796,1485.66217782222,1552.12037048293,1567.12705914083,1542.47321348309,1600.35615547118,1747.20732312326,1998.03340508628,2134.16550941129,2311.03005439013,2304.59861638293,2397.85446737775,2298.16717838669,2256.89878455829,2215.6303907299,2174.3619969015,2133.09360307311,2091.82520924471,2050.55681541632,2278.87286438701,2574.71901235658,2811.61031198893,3045.28589262863,3007.76917096745,3148.18890062328,3229.65378194189,3329.34107093295,3551.22568190739,3822.41798420828,3833.13704753535,4048.59022051355,3932.82433652641,4228.67048448503,4392.67215347138,4437.69221946699,4271.54673781523,4758.19221309431,4967.21394806532,5149.43802471316,5319.87113168481,5576.05674532779,5600.71059098553,5975.8778076083,6074.49319026117,6048.76743826525,6494.68047287955,6667.29605354733,6670.25804479663,6967.47801701554,7117.51286244101,7284.88241385305,7239.50778620354,7240.43145634298,7298.86470889899,7468.60380349018,7695.63244254099,7776.00267246502,7830.27976204089,8138.8711355231,8231.23914847879,8398.44263973567,8541.19103668091,9373.99009825826,8014.56880484546,3684.73178419312,2169.95238011912,2033.04791677492,2207.22852865966,2439.01664972069,2599.28778951265,2539.41279155566,2558.70089438081,2578.02836779213,2709.63171745497,2919.21327919607,3272.87211316271,3546.22102997562,3905.72038405801,4393.62509706662,4916.83993865088,5143.50072430859,5161.39750476149,5357.03221789151,5696.95258457099,,,,
GHA,747.961670633617,752.117013248248,756.272355862879,760.42769847751,764.583041092142,768.738383706773,772.893726321404,777.049068936035,781.204411550667,785.359754165298,789.515096779929,793.67043939456,797.825782009191,801.981124623823,806.136467238454,810.291809853085,814.447152467716,818.602495082347,822.757837696978,826.91318031161,831.068522926241,846.12522869715,861.181934468059,876.238640238968,891.295346009877,906.352051780786,921.408757553589,936.465463324497,951.522169095406,966.578874866315,981.635580637225,996.692286408134,1011.74899217904,1026.80569794995,1041.86240372086,1056.91910949177,1071.97581526268,1087.03252103548,1102.08922680639,1117.1459325773,1132.20263834821,1147.25934411912,1162.31604989003,1177.37275566094,1192.42946143184,1207.48616720275,1222.54287297366,1237.59957874646,1252.65628451737,1267.71299028828,1282.76969605919,1297.8264018301,1312.88310760101,1327.93981337192,1342.99651914283,1358.05322491374,1373.10993068465,1388.16663645556,1403.22334222836,1418.28004799927,1433.33675377018,1448.39345954108,1463.45016531199,1478.5068710829,1495.95404009794,1513.40120911297,1530.8483781299,1548.29554714493,1565.74271615997,1583.189885175,1600.63705419193,1618.08422320696,1635.531392222,1652.97856123703,1670.42573025206,1687.87289926899,1705.32006828403,1722.76723729906,1740.21440631409,1757.66157532913,1775.10874434606,1792.55591336109,1810.00308237612,1827.45025139116,1844.89742040809,1862.34458942312,1879.79175843815,1897.23892745508,1914.68609647769,1932.13326548136,1949.58043450397,1967.02760350764,1984.47477253025,2001.92194155286,2019.36911055653,2036.81627957914,2054.26344860175,2071.71061760542,2089.15778662803,2106.6049556317,2124.05212465431,2146.76925967735,2052.11453041468,2275.49969147458,2493.20556877872,2271.71350230408,2203.96441586386,2129.03297927048,2262.15378922604,2477.30982437268,2579.22526741772,2446.09927916074,2379.50086391025,2481.6958735654,2536.00479215716,2361.19484491997,2279.91253636371,2196.42210129816,2230.47366464709,2340.00805377767,2637.81404820684,2583.16313083873,2285.13287084435,2489.70983740376,2631.43590762352,2307.19294274884,2039.73579924297,2234.5601396434,2233.17335369665,2114.51875529451,2103.443113363,1916.61933458916,1585.9444705944,1530.6060035692,1643.3440865832,1713.23774793709,1715.68281445897,1741.70009816912,1841.10213481405,1767.13475605969,1757.60620836196,1832.00406950472,1770.3218913595,1762.35641494596,1804.82824657027,1824.25132326328,1795.93982416959,1910.97003157335,1875.68649232407,2051.81670802326,2100.62440844194,1951.25218613339,1969.17977999649,2121.34352855919,2211.04798778508,2173.55879368789,2191.51937935161,2311.42910659872,2478.34810751518,2600.83931618724,2951.9379686176,3121.93005227628,,,,
GIN,901.448002806899,906.456047267491,911.464091728084,916.472136188676,921.480180649269,926.488225109862,931.496269570454,936.504314026512,941.512358487104,946.520402947697,951.52844740829,956.536491868882,961.544536329475,966.552580790068,971.56062525066,976.568669711253,981.57671416731,986.584758627903,991.592803088496,996.600847549088,1001.60889200968,1010.95494110122,1020.30099019277,1029.64703928885,1038.99308838039,1048.33913747194,1057.68518656801,1067.03123565956,1076.3772847511,1085.72333384265,1095.06938293873,1104.41543203027,1113.76148112181,1123.10753021789,1132.45357930944,1141.79962840098,1151.14567749252,1160.4917265886,1169.83777568015,1179.18382477169,1188.52987386777,1197.87592295931,1207.22197205086,1216.5680211424,1225.91407023848,1235.26011933003,1244.60616842157,1253.95221751765,1263.29826660919,1272.64431570074,1281.99036479228,1291.33641388836,1300.6824629799,1310.02851207145,1319.37456116753,1328.72061025907,1338.06665935061,1347.41270844216,1356.75875753824,1366.10480662978,1375.45085572132,1384.79690481287,1394.14295390895,1403.48900300049,1402.69526889429,1401.90153478808,1401.10780068188,1400.31406657114,1399.52033246493,1398.72659835873,1397.93286425252,1397.13913014632,1396.34539604011,1395.55166192937,1394.75792782317,1393.96419371696,1393.17045961076,1392.37672550455,1391.58299139835,1390.78925728761,1389.9955231814,1389.2017890752,1388.40805496899,1387.61432086279,1386.82058675658,1386.02685264584,1385.23311853964,1384.43938443343,1383.64565032723,1382.85191622102,1382.05818211482,1381.26444800408,1380.47071389787,1379.67697979167,1378.88324568546,1378.08951157926,1377.29577747305,1376.50204336231,1375.70830925611,1374.9145751499,1374.1208410437,1437.61157297311,1460.28683437647,1492.03220034118,1555.52293227059,1582.73324595462,1619.0136642,1646.22397788403,1668.8992392874,1682.05577835729,1808.36260767421,1829.66496869786,1828.1220665495,2013.6178884428,1799.25262859071,1824.4294036926,1772.52381846224,1751.78770995589,1735.2804770783,1679.16038915888,1582.45165836554,1650.41216773029,1675.16703295089,1690.86669736488,1771.58882830852,1820.4629341578,1955.26634039528,1882.39901182275,1999.32117994925,1961.38131679251,2025.23539413867,1961.2479869493,1959.87427099667,1932.13453577928,1921.44168211983,1970.06746444118,1947.10453861107,1951.58576922538,2014.06188325254,2012.10055463961,1915.61075040447,1896.63640380922,1760.14591357139,1729.4089387454,1759.71517526482,1870.61042014888,1954.60878483897,1783.99150100286,1624.4027460201,1560.53779048564,1408.37120333865,1364.52988550446,1246.8439852792,1168.76573104828,1118.74262440152,1079.11927174165,1081.04272851239,1105.61546869598,1148.89963687127,1076.80854898139,1111.30519019891,1123.22570145492,,,,
GMB,727.951150425686,731.995323485089,736.039496542665,740.08366960024,744.127842657815,748.17201571539,752.216188774793,756.260361832368,760.304534889944,764.348707947519,768.392881005094,772.437054064497,776.481227122072,780.525400179647,784.569573237223,788.613746294798,792.657919352373,796.702092411776,800.746265469352,804.790438526927,808.834611584502,816.381876837662,823.929142090823,831.476407343983,839.023672597143,846.570937850304,854.118203103464,861.665468356625,869.212733609785,876.759998862945,884.307264116106,891.854529369267,899.401794622427,906.949059875587,914.496325128748,922.043590381908,929.590855635069,937.138120888229,944.685386141389,952.23265139455,959.779916645882,967.327181899043,974.874447152203,982.421712405363,989.968977658524,997.516242911684,1005.06350816484,1012.61077341801,1020.15803867117,1027.70530392433,1035.25256917749,1042.79983443065,1050.34709968381,1057.89436493697,1065.44163019013,1072.98889544329,1080.53616069645,1088.08342594961,1095.63069120277,1103.17795645593,1110.72522170909,1118.27248696225,1125.81975221541,1133.36701746857,1132.72604909905,1132.08508072952,1131.44411236,1130.80314399047,1130.16217562095,1129.52120725325,1128.88023888373,1128.2392705142,1127.59830214468,1126.95733377515,1126.31636540563,1125.67539703793,1125.03442866841,1124.39346029888,1123.75249192936,1123.11152355983,1122.47055519214,1121.82958682261,1121.18861845309,1120.54765008356,1119.90668171404,1119.26571334452,1118.62474497682,1117.98377660729,1117.34280823777,1116.70183986825,1116.06087149872,1115.4199031292,1114.7789347615,1114.13796639197,1113.49699802245,1112.85602965293,1112.2150612834,1111.57409291388,1110.93312454618,1110.29215617666,1109.65118780713,1146.21300618628,1155.35346078107,1169.97818813272,1206.54000651187,1213.8523701877,1226.6490066204,1239.4456430531,1239.4456430531,1274.1793705133,1523.02425374861,1367.22092713801,1342.17469715359,1345.60698829646,1470.91012303781,1573.3385619722,1555.83586185007,1525.89409228546,1504.44610877959,1461.93684254111,1609.58312657864,1558.83449541912,1530.63594220874,1547.96859112149,1615.72970710073,1657.74437963428,1578.7527235554,1553.72776848402,1590.52035126634,1490.98654696433,1437.22652075715,1641.37922828584,1692.84631168519,1566.38290456836,1547.21882478172,1531.12399337026,1491.00679425461,1451.66078216129,1442.94570982427,1432.31519661525,1426.78398048675,1409.56420510739,1401.35702745163,1412.92142153943,1405.71003730026,1369.0928748647,1382.60088088213,1362.88802773096,1367.79725169565,1420.57055665399,1469.08261883603,1474.20378330528,1422.40871757441,1365.24569576278,1538.00370994161,1470.4590502941,1451.25905411602,1479.70567901129,1608.54393997459,1609.84673222698,1628.550043015,1527.62493970296,,,,
GNB,399.595912007885,401.815889297169,404.035866584345,406.255843873629,408.475821162913,410.695798452197,412.915775741481,415.135753030765,417.355730317942,419.575707607226,421.79568489651,424.015662185794,426.235639475078,428.455616764361,430.675594051538,432.895571340822,435.115548630106,437.33552591939,439.555503208674,441.775480497958,443.995457785134,448.138395591643,452.281333398152,456.424271204662,460.567209009063,464.710146815573,468.853084622082,472.996022428591,477.138960232993,481.281898039502,485.424835846011,489.567773650413,493.710711456922,497.853649263432,501.996587069941,506.139524874342,510.282462680852,514.425400487361,518.56833829387,522.711276098272,526.854213904781,530.99715171129,535.140089515692,539.283027322201,543.425965128711,547.56890293522,551.711840739621,555.854778546131,559.99771635264,564.140654157042,568.283591963551,572.42652977006,576.56946757657,580.712405380971,584.85534318748,588.99828099399,593.141218800499,597.284156604901,601.42709441141,605.570032217919,609.712970022321,613.85590782883,617.998845635339,622.141783441849,621.789935187786,621.438086935831,621.086238683876,620.734390431921,620.382542179966,620.03069392801,619.678845673948,619.326997421992,618.975149170037,618.623300918082,618.271452666127,617.919604412064,617.567756160109,617.215907908154,616.864059656199,616.512211404244,616.160363152289,615.808514898226,615.456666646271,615.104818394316,614.752970142361,614.401121890406,614.04927363845,613.697425384388,613.345577132433,612.993728880477,612.641880628522,612.290032376567,611.938184122505,611.586335870549,611.234487618594,610.882639366639,610.530791114684,610.178942862729,609.827094608666,609.475246356711,609.123398104756,644.954186228565,680.784974352374,720.831149314279,859.93891497142,819.892740009516,925.277410961896,980.077439857134,1003.26206746666,1007.47745430475,1152.02943303626,1138.81054472574,1128.85493184671,1213.25153626321,1289.58424975478,1279.01203096445,1171.48476304202,1311.14349850172,1324.43526622183,1488.98178916365,1683.7333563439,1564.07873868229,1558.40090340222,1507.11951700012,1472.04777527566,1534.07167391603,1574.75679231025,1403.15690052562,1560.15375506063,1527.85208875843,1362.27547057664,1143.99674433769,1167.1206847704,1103.6443145077,1163.56605538716,963.255895935886,1144.80472816884,1186.16649367246,1255.15430091801,1265.25109627598,1300.00023148689,1325.76199928447,1184.8338981127,1251.65772660614,1348.28318725391,1318.47732435259,1315.52043852545,1435.43055866704,1008.99151603939,1078.45718799408,1169.20316992964,1238.2862569042,1124.68868996607,1239.17946734924,1222.2891666986,1208.20258662842,1180.59367821752,1220.87360624273,1210.87826501007,1314.17230702159,1248.0660347084,1284.305562516,,,,
