,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
LSO,287.619585402054,289.217471988438,290.815358573586,292.413245158735,294.011131745118,295.609018330267,297.206904915415,298.804791501799,300.402678086947,302.000564672095,303.598451258479,305.196337843627,306.794224428776,308.392111015159,309.989997600308,311.587884185456,313.18577077184,314.783657356988,316.381543942136,317.97943052852,319.577317113668,322.559304712441,325.541292311214,328.523279909986,331.505267508759,334.487255107532,337.469242706304,340.451230305077,343.43321790385,346.415205501387,349.39719310016,352.379180698933,355.361168297705,358.343155896478,361.325143495251,364.307131094023,367.289118692796,370.271106291569,373.253093890341,376.235081489114,379.217069087887,382.199056686659,385.181044285432,388.16303188297,391.145019481742,394.127007080515,397.108994679288,400.09098227806,403.072969876833,406.054957475606,409.036945074378,412.018932673151,415.000920271924,417.982907870696,420.964895469469,423.946883068242,426.928870665779,429.910858264552,432.892845863325,435.874833462097,438.85682106087,441.838808659643,444.820796258415,447.802783857188,447.549531895976,447.296279934764,447.043027973552,446.789776012339,446.536524049892,446.28327208868,446.030020127468,445.776768166256,445.523516205044,445.270264243831,445.017012282619,444.763760321407,444.510508360195,444.257256397748,444.004004436536,443.750752475324,443.497500514111,443.244248552899,442.990996591687,442.737744630475,442.484492669263,442.23124070805,441.977988745603,441.724736784391,441.471484823179,441.218232861967,440.964980900755,440.711728939543,440.45847697833,440.205225017118,439.951973055906,439.698721094694,439.445469132247,439.192217171035,438.938965209822,438.68571324861,438.432461287398,456.957776553063,463.132881641618,474.248070801017,492.773386066681,500.183512172947,510.063680314635,521.178869474034,531.059037615722,537.234142704276,565.639626111629,561.474374884952,629.301908541739,681.072022385325,718.919184010208,715.720953351645,710.988280463098,772.202618680153,756.89973170717,752.748372603898,743.012943762863,658.81762135842,779.664311064695,940.969948299311,912.717064352697,986.312437787931,981.30050826184,1143.31830541449,1399.14505510857,1144.12837904357,1085.13760394593,1074.56930118216,1034.50330309195,948.08522470278,940.812003743467,961.7958961778,922.812946551537,1032.44054652644,1126.26533114734,1165.69735715107,1165.44922450508,1142.44689789658,1201.74300536744,1282.12526034802,1325.94443517826,1345.06725856401,1445.68470720578,1214.80307320311,1306.63450864779,1347.62403511029,1387.09566985417,1491.23792159108,1479.37903997603,1477.42418004205,1509.09819347898,1562.97039940691,1639.71215733441,1724.66232780753,1801.11061971218,1787.42456753405,1909.79644189612,1968.85372245473,,,,
LTU,1050.75916585176,1055.83763362635,1060.91610140228,1065.99456917687,1071.07303695146,1076.15150472739,1081.22997250198,1086.30844027791,1091.3869080525,1096.46537582709,1101.54384360302,1106.62231137761,1111.7007791522,1116.77924692813,1121.85771470272,1126.93618247865,1132.01465025324,1137.09311802783,1142.17158580376,1147.25005357835,1152.32852135428,1171.85643910821,1191.38435686215,1210.91227461609,1230.44019237136,1249.96811012529,1269.49602787923,1289.0239456345,1308.55186338844,1328.07978114237,1347.60769890031,1367.13561665425,1386.66353440818,1406.19145216212,1425.71936991606,1445.24728767,1390.1106859488,1624.02354175628,1562.20371556707,1453.60131823502,1446.91809378033,1324.94924753891,1451.93051212469,1644.07321510702,1869.63204034946,1730.95513297798,1906.38977483026,1874.64445868048,1923.09783596031,2041.72506998106,1998.28411104557,2046.73748831207,2225.51374239836,2071.79958000716,2290.67518080825,2028.35862107168,1938.13509098003,1861.27800978443,2033.37103941603,2111.89892672197,2252.24664020379,2081.82441668253,2248.90502798311,2362.5198436595,2255.58825242446,2322.42049694469,2063.44554944213,1812.8246325046,1109.41525897317,957.371902698976,960.713514923654,878.844015391704,1020.8625349892,1176.2475034894,1488.68824660548,1861.27800978443,2090.17844724756,2177.06036511853,2289.00437468458,2315.73727249,2419.32725149103,2442.71853707578,2404.28999648464,2494.51352657629,2723.41396403941,3114.3825944721,3326.57497080517,3602.25797943778,3592.23314276242,3737.59327458859,3582.20830608705,3517.88227073899,3453.55623539094,3389.23020004288,3324.90416469483,3260.57812934677,3196.25209399872,3552.13379604761,4013.27628320787,4382.52443416615,4746.76016678007,4688.28195282487,4907.15755362596,5034.1388181984,5189.52378669994,5535.38065207347,5958.0945986426,5974.80265977265,6310.63468847081,6130.18762827419,6591.33011543445,6846.96345071633,6917.13730745724,6658.16235995468,7416.70833520864,7742.51552723143,8026.55256642908,8292.21073838633,8691.53339937071,8729.96193996184,9314.7440794872,9468.45824186506,9428.35889516359,10123.4142381313,10320.5543319275,10253.6853396936,10636.4578569038,10790.3055590481,10967.6124189166,10823.8721550415,10750.3381952032,10762.1009155877,10936.1695276146,11190.6211987634,11229.2395211333,11229.3673476037,11591.1425931732,11641.5648560492,11795.8425932708,11913.3173228578,11549.9983596644,10488.2336378595,8828.09305082762,7435.58087918247,7000.91238715072,7199.23040490848,7767.1489261438,8582.83855354771,9280.98720468892,9560.08785571661,10267.8888390321,11052.818066517,11866.7990909923,12790.4318524326,13376.3835076456,13908.9741928415,15032.2122685516,16803.6101031416,17652.3011030571,15280.5012002794,16393.072267633,17234.332279611,,,,
LUX,4031.27883391474,4096.73772952007,4171.08405388464,4137.62861470765,4184.63083130002,4171.54273342372,4350.22036070694,4497.56507665422,4599.27532178227,4525.81567026203,4634.43972585824,4572.73156092911,4708.03041772291,4822.16964733462,4878.18606272517,4916.72283722642,4940.62278997431,4786.7223885001,4995.16477415661,5047.34721517976,5073.14115626976,5137.81323627756,5287.82850873602,5262.46865945596,5542.93532259453,5617.19009370337,5475.66348093703,5497.75022191036,5536.44743747743,5399.59695080238,5561.67298091887,5702.43533440695,5812.38187319191,5908.11591560336,5908.91528665525,5916.83776479381,5974.63001722233,6110.81199186154,6230.40363018735,6350.02751823714,6422.17869220666,6420.51364180458,6452.09500395847,6533.51560063092,6721.70022173231,6821.99076892335,7014.74665542836,7041.38760579075,7243.46984108928,7440.70600412122,7476.70803367847,7382.4120381729,7446.98024539385,7528.2602990508,7623.91115369595,7757.74546018976,7941.74389757545,8128.38118323174,8038.81838184201,8168.54213844125,8214.91257833491,8473.90895330415,8738.04891588477,8961.91602512074,8357.06586229457,8509.07009169591,8828.91232439457,8588.23896117578,8338.0653336194,7885.21940019457,8030.89012003752,7606.54497962545,8705.40888800598,8537.57088470866,9164.58833098919,9601.60049051805,9655.43532176436,10041.7794048261,10431.290242667,10659.296586769,10421.7899783295,9820.10657028248,10127.2817838644,9775.77200337375,10127.2817838644,10513.6258669261,10963.3050455717,11463.6523006845,11707.4924186825,12321.8428458462,12109.6702756402,12268.0080145999,12141.3378234321,12135.0043138737,11609.3230205274,10095.6142360724,9528.76513059657,10041.7794048261,10662.4633415482,11463.6523006845,10362.3463774044,12817.9459978531,14441.0384210262,12507.3387943512,12511.2178112882,13298.545186205,14752.5303887094,15030.1021857715,14506.9753408795,14536.2653220899,16712.2502539376,16423.4495927786,15786.9225058864,15965.1977414656,17113.7107830172,17261.0978904685,17224.8005176746,17418.6094400082,18436.878029754,20931.1942199883,22361.9421561195,21237.6059577154,22402.5431145565,25175.9590498536,27531.706050445,22728.6232395997,23936.3014124652,23191.997536838,24761.9099056571,25697.247792507,26579.1758831331,25676.0994592212,25736.1392725782,25458.9956420922,25930.540773321,26149.7460526334,28898.0652227676,29940.9244026863,33127.1835232305,36591.324512616,37914.9862286052,40904.6261552021,40796.7982100771,43744.2586321461,45807.9617565405,46141.9586703295,47046.9828389098,48287.5859951592,51526.2252375851,59054.8353506328,62646.7811619528,61289.6027868599,63210.0685114771,65060.6836646391,67115.6140771101,70252.5217521112,76202.5235402267,80368.0920941995,82904.1560142035,75031.8348263895,78802.1321889139,79306.6470415222,,,,
LVA,1105.05425149187,1110.39513510163,1115.73601871004,1121.0769023198,1126.41778592821,1131.75866953661,1137.09955314638,1142.44043675478,1147.78132036455,1153.12220397295,1158.46308758271,1163.80397119112,1169.14485480088,1174.48573840929,1179.82662201905,1185.16750562746,1190.50838923722,1195.84927284563,1201.19015645539,1206.5310400638,1211.87192367356,1232.40889278829,1252.94586190438,1273.48283102046,1294.01980013655,1314.55676925128,1335.09373836737,1355.63070748345,1376.16767660361,1396.70464571427,1417.24161482493,1437.77858394916,1458.31555305981,1478.85252218404,1499.3894912947,1519.92646040536,1461.94082665626,1707.94048498824,1642.92628957135,1528.71216249349,1521.6836008257,1393.41235041226,1526.95502207315,1729.02616999161,1966.24012623545,1820.39747165932,2004.89721540152,1971.51154749647,2022.46861957778,2147.22558915054,2101.53993831668,2152.49701041156,2340.51103499443,2178.85411666238,2409.03951123843,2133.16846582852,2038.28288332013,1957.45442416089,2138.43988707598,2221.02548665556,2368.62528165203,2189.39695915728,2365.11100082492,2484.59654915022,2372.13956249271,2442.42517915705,2170.06841457425,1906.49735207958,1166.74123666061,1006.84145874482,1010.35573957872,924.255859162529,1073.61279457798,1237.02685332766,1565.61211123922,1957.45442416089,2198.18266124541,2289.55396289956,2407.28237081809,2435.39661748926,2544.33932331966,2568.93928915014,2528.52505957731,2623.41064207213,2864.13887915666,3275.30973664779,3498.46656956962,3788.39473831511,3777.85189582021,3930.72311206413,3767.30905331174,3699.65914727791,3632.00924123051,3564.35933519668,3496.70942914928,3429.05952310188,3361.40961706805,3735.68052581347,4220.65128080962,4608.97931289062,4992.03592372416,4930.53600914795,5160.721403724,5294.26407538489,5457.67813413728,5821.40620038779,6265.96272579755,6283.53412997381,6636.71935371585,6446.94818871263,6931.91894372236,7200.76142746447,7274.5613249695,7002.2045603867,7799.94630955206,8142.5886907992,8441.30256163282,8720.68788786984,9140.64444746267,9181.05867703551,9796.05782286544,9957.7147411975,9915.54337120432,10646.5137845325,10919.3594030506,10914.0979128728,11389.8657967795,11624.3599621812,11886.6951540165,11801.7227491895,11792.30230849,11876.4668514409,12141.4109301604,12498.9014282724,12617.7441472736,12694.0552463708,13182.1141152739,13319.3767634017,13577.3568949272,13795.3492180218,13057.5960150606,11516.7952010441,8392.82523767358,7923.84007418002,7202.23189677262,6928.18426238767,7054.98840258148,7643.36088080782,8359.98170860093,8929.95533833767,9356.47039960008,9962.8786602322,10747.1967486619,10919.9453244653,11572.2438766288,12240.3868820938,13501.1311546588,15686.4007477123,16163.9312297959,14412.934179019,14936.0561136249,16111.5768361967,,,,
MAC,1608.33254342754,1607.08944503181,1605.84634663608,1604.60324824035,1603.36014984462,1602.11705144889,1600.87395305316,1599.63085465743,1598.3877562617,1597.14465786597,1595.90155947024,1594.65846107451,1593.41536267878,1592.17226428305,1590.92916588732,1589.68606749159,1588.44296909586,1587.19987070013,1585.95677230441,1584.71367390867,1583.47057551295,1595.41823811093,1607.42041480602,1619.47731726827,1631.58915792545,1643.75614996893,1655.97850735074,1668.25644478356,1680.59017775852,1692.97992253033,1705.4258961351,1717.92831637253,1730.48740183853,1743.10337189557,1755.77644669636,1768.5068471839,1781.2947950855,1794.14051292761,1807.04422402102,1820.00615248453,1833.02652323312,1845.90812640759,1858.84751790267,1871.84492040464,1884.90055739595,1898.01465314931,1911.18743273953,1924.41912204942,1937.70994775797,1951.06013735812,1964.46991915079,1983.99529596636,2003.61465375842,2023.32836585607,2043.13680694394,2063.04035305932,2083.03938160687,2103.13427135867,2123.32540246014,2143.61315643296,2163.99791618105,2184.48006599939,2205.0599915711,2225.73807997334,2283.81791628122,2343.22470707584,2403.98670761968,2466.13274908791,2529.69224995755,2594.69522762154,2661.17231022184,2729.15474873121,2798.67442923914,2869.7638855012,2942.45631171932,3016.78557556469,3092.78623147894,3170.49353413214,3249.94345239877,3331.17268319464,3395.71355690991,3461.48431399703,3528.5080879252,3596.80844271963,3666.40938098246,3737.33535194334,3809.61125971715,3883.26247165049,3958.314826905,3973.8653219788,3988.8120196846,4003.13008933912,4016.79403386956,4029.77767412687,4042.05413337659,4053.59582102026,4064.37441625744,4074.36085124481,4083.52529392947,4091.83713058642,4099.26494782323,4173.25889995001,4341.96511079905,4344.92486888412,4407.07978867061,4469.2347084571,4543.22866058387,4620.18237079572,4679.37753249713,4744.49221036869,4830.32519483575,4957.5947924938,4975.35334100423,5117.42172908763,5203.25471355469,5336.44382738288,5457.79390887079,5514.02931248714,5691.61479759139,5804.08560482409,5811.27931146537,6195.365867266,6669.44891734751,7230.55440870174,7882.86626495971,8596.50683730274,9342.59107737035,10162.2652403452,11040.0782329453,11818.9345684523,12631.302304375,13414.4603397261,13639.069711755,14489.9853680084,15368.0249981712,14994.3653388854,15710.6543457644,17926.3570349572,19151.2310191676,19589.0882125986,21317.2721517602,22186.1944737451,26181.1013895394,27241.3611893908,27561.7750174787,28798.5150277279,28153.4196265575,27263.0995506933,25163.3066749913,24564.5797882119,24776.9581513232,24962.5758066165,26826.4199090822,30188.5417550864,37473.8916957545,39873.7899624005,44486.0372589794,49555.6540112496,50432.6083177585,51779.779847796,63904.5531549362,74492.1792760346,,,,
MAR,421.019881361988,423.216650456579,425.413419551171,427.610188645763,429.806957740355,432.003726834946,434.200495929538,436.39726502413,438.594034118722,440.790803213314,442.987572307905,445.184341402497,447.381110497089,449.577879591681,451.774648686272,453.971417780864,456.168186875456,458.364955970048,460.561725064639,462.758494159231,464.955263253823,467.778528307938,470.601793362052,473.425058416166,476.248323471107,479.071588525221,481.894853579336,484.71811863345,487.541383687565,490.364648741679,493.187913796619,496.011178850734,498.834443904848,501.657708958963,504.480974013077,507.304239067192,510.127504122132,512.950769176247,515.774034230361,518.597299284476,521.42056433859,524.243829392705,527.067094447645,529.890359501759,532.713624555874,535.536889609988,538.360154664103,541.183419718217,544.006684773158,546.829949827272,549.653214881386,552.476479935501,555.299744989615,558.12301004373,560.94627509867,563.769540152785,566.592805206899,569.416070261014,572.239335315128,575.062600369243,577.885865424183,580.709130478297,583.532395532412,586.355660586526,602.984323210585,619.612985834644,636.241648458704,652.870311083588,669.498973707647,686.127636331706,702.756298955765,719.384961579824,736.013624203883,752.642286827942,769.270949452001,785.899612076886,802.528274700945,819.156937325004,835.785599951541,852.414262571471,869.042925199659,885.671587819589,902.300250447777,918.928913067707,935.557575695895,952.186238315825,968.814900944013,985.443563563943,1002.07222619213,1018.70088881206,1035.32955144025,1051.95821406018,1068.58687668837,1085.2155393083,1101.84420193649,1118.47286455641,1135.1015271846,1151.73018980453,1168.35885243272,1184.98751505265,1201.61617768084,1212.36244043031,1257.74715230742,1263.03700340247,1306.80529530891,1260.29262504011,1245.92479583619,1193.3044137156,1247.36666225781,1244.56395311455,1266.44631831873,1535.03699173027,1698.56220114081,1934.81134128269,2016.08573971957,1940.28831235125,1831.00929530183,1844.59819599611,1924.49844924428,2083.55368268778,1939.42951973531,2001.6048542231,2006.76602511604,2024.89255029528,2186.57091531412,2195.65218019422,2301.80920472735,2298.49350965673,2368.09311352453,2457.92678893908,2393.63229975643,2305.14751993321,2503.67611885308,2599.42459552023,2703.31543443624,2952.19222843667,3209.40023612754,3171.42127832864,3486.19885009946,3426.31807811289,3482.93525954553,3821.08389563796,3754.7970701838,3694.47906881905,4097.61083054337,4012.20699135863,4697.57299936055,4310.21248529385,4331.85423978705,4081.31842468261,3829.54307393584,3883.68351483274,3830.98004388616,3958.07306638935,3917.89623295567,3761.5866887502,3982.47675752239,4058.39803428755,4165.37463755273,4445.31344931885,4474.04914374363,4555.86015252267,,,,
MDA,444.544612268404,446.693159301514,448.841706334623,450.990253366934,453.138800400044,455.287347433153,457.435894465464,459.584441498574,461.732988531683,463.881535563994,466.030082597103,468.178629629415,470.327176662524,472.475723695633,474.624270727944,476.772817761054,478.921364794163,481.069911826474,483.218458859584,485.367005892693,487.515552925004,495.77722782493,504.038902725654,512.300577625579,520.562252525505,528.82392742543,537.085602325356,545.347277225281,553.608952125207,561.870627025931,570.132301925856,578.393976825782,586.655651725707,594.917326625633,603.179001525559,611.440676426282,588.114037903365,687.075534666023,660.921424807212,614.975015596349,612.147544259657,560.546192376208,614.268147762176,695.557948674502,790.985106266296,732.315076042714,806.5361986181,793.105709768814,813.604876951847,863.792493172538,845.413929485638,865.913096674259,941.547954915596,876.516114182861,969.115800437963,858.137550495961,819.966687464991,787.450767096229,860.258153997682,893.480942196625,952.857840260767,880.757321186302,951.444104587631,999.511117298618,954.271575925919,982.546289284854,872.981775015988,766.951599910003,469.360241787856,405.035268892487,406.449004560833,371.812480693543,431.896246585471,497.634955149185,629.819240110787,787.450767096229,884.291660353176,921.048787726976,968.408932601395,979.718817946566,1023.5446236621,1033.44077333413,1017.18281314895,1055.3536761879,1152.19456944645,1317.60164261258,1407.37385752939,1524.00705013999,1519.76584313655,1581.26334470241,1515.52463613311,1488.31022452503,1461.09581291696,1433.88140130888,1406.66698969283,1379.45257808475,1352.23816647668,1502.80101512278,1697.89653731301,1854.11432862771,2008.21151644867,1983.47114225661,2076.07082851171,2129.79278389927,2195.53149246059,2341.85313410326,2520.6906961083,2527.75937445003,2669.83980908926,2593.49808301135,2788.59360520157,2896.74438380529,2926.43283283736,2816.86831856051,3137.78631520477,3275.62554284056,3395.79307462601,3508.18506023317,3677.12647256617,3693.38443274337,3940.788174656,4005.82001538075,3988.85518736699,4282.91220631748,4368.36328915766,4342.09449221183,4506.2975871383,4573.62073322917,4650.95416559277,4592.15120073953,4563.09186654996,4570.22630457403,4646.32345013262,4756.65837220634,4775.31111672447,4777.60428423536,4933.83583520184,4957.62152383494,5025.67656463456,5078.10687447331,4690.77747439247,4460.52871546877,2595.72302818074,2598.95921560404,2233.73869412168,2369.21816479401,2212.40260751836,2175.72717307778,1852.89876954083,1627.13581682515,1655.15501068702,1771.26343744029,1955.31357309347,2153.42511527922,2342.97765989747,2533.78064475709,2684.29960889899,2806.96194154905,2965.10430822787,2928.80603710101,3166.04810433305,3394.77663582439,,,,
MDG,593.511064253712,596.80834794401,600.105631634308,603.402915324607,606.700199014905,609.997482705204,613.294766395502,616.592050085801,619.889333776099,623.186617466397,626.483901156696,629.781184846994,633.078468537293,636.375752227591,639.673035917889,642.970319608188,646.267603298486,649.564886988784,652.862170679083,656.159454369381,659.45673805968,665.610152928261,671.763567796843,677.916982665424,684.070397534006,690.223812402587,696.377227270151,702.530642138732,708.684057007314,714.837471875895,720.990886744477,727.144301613058,733.29771648164,739.451131350221,745.604546218803,751.757961087384,757.911375955966,764.06479082353,770.218205692111,776.371620560693,782.525035429274,788.678450297856,794.831865166437,800.985280035019,807.1386949036,813.292109772182,819.445524640763,825.598939508327,831.752354376908,837.90576924549,844.059184114071,850.212598982653,856.366013851234,862.519428719816,868.672843588397,874.826258456979,880.97967332556,887.133088194142,893.286503061706,899.439917930287,905.593332798869,911.74674766745,917.900162536031,924.053577404613,925.215262887728,926.378112171546,927.542125634643,928.707303658651,929.873646617057,931.041154885385,932.209828834072,933.379668831517,934.550675244085,935.722848435088,936.896188766819,938.070696595469,939.246372279258,940.423216169288,941.601228618693,942.780409972466,943.960760579673,945.142280780218,946.324970915025,947.508831321962,948.693862336864,949.880064290478,951.067437512531,952.255982330718,953.445699068659,954.636588046925,955.828649586084,957.0218840006,958.216291604936,959.411872707449,960.608627618531,961.806556641451,963.005660077443,964.205938228757,965.407391388486,966.610019852774,967.81382391166,989.185107089519,1009.53871011605,1029.89231314259,1050.24591616912,1070.59951919565,1090.95312222219,1111.30672524872,1131.66032827525,1152.01393130179,1144.8901702425,1164.5016749439,1195.65304665872,1177.54335116572,1177.50637735496,1131.63139981311,1149.35273118195,1171.10454940981,1244.27027738053,1262.68959324601,1321.5949832564,1326.13914299528,1283.64310345283,1206.45550572276,1147.7679921228,1107.00949056311,1086.69769924629,1072.3135667608,1002.60719153228,999.858931616662,985.161708155302,937.040454182055,976.792423753739,1034.63054785034,1086.26150464807,1139.62784213116,1124.09103821899,1054.72696772133,1004.44781968611,956.654954289036,921.421979749571,873.217057645448,826.904007610113,827.601523405525,811.446541812705,804.685711290352,820.020002783217,830.645057449699,861.512139879843,884.556646710937,916.459841458808,961.435480433994,860.46364070393,924.821939842358,927.899648257685,937.826814346968,949.096558788878,930.058450686026,948.539067909437,896.25223689572,945.177249484994,936.552005036562,,,,
MDV,328.144641740604,327.891015039222,327.63738833784,327.383761636458,327.130134935076,326.876508233693,326.622881532311,326.369254830929,326.115628129547,325.862001428165,325.608374726783,325.354748025401,325.101121324018,324.847494622636,324.593867921254,324.340241219872,324.08661451849,323.832987817108,323.579361115726,323.325734414343,323.072107712961,325.509763705731,327.958542092895,330.418486061041,332.88963895135,335.372044260801,337.865745641569,340.370786901024,342.887212005353,345.415065076546,347.954390396013,350.505232400964,353.067635691049,355.641645022324,358.227305312078,360.824661638833,363.433759241139,366.054643520591,368.68736003881,371.331954522275,373.988472859907,376.616678746809,379.256675060908,381.90850723641,384.572220869959,387.247861719437,389.935475706373,392.635108917153,395.346807600608,398.070618171631,400.806587209974,404.790307993451,408.793203514136,412.815349941561,416.856823721834,420.917701577031,424.998060508219,429.097977795455,433.217530998991,437.356797959881,441.515856801188,445.694785929795,449.893664035802,454.112570093733,465.962474614713,478.083114815598,490.480255557033,503.159779201895,516.127687938998,529.390106152685,542.953282837122,556.823594061299,571.007545475711,585.511774872783,600.343054794387,615.508295188891,631.014546124959,646.869000537365,663.078997078481,679.652022941385,692.820159076831,706.239225680662,719.913942625016,733.84911762745,748.049647887437,762.520521728903,777.266820285027,792.293719201169,807.606490386098,810.779224567057,813.828767265125,816.750052329212,819.537877646201,822.186901940419,824.691641609344,827.046467402298,829.245601087075,831.283112013896,833.152913612949,834.848759831536,836.364241462526,851.461068925749,885.881835541896,886.485708640425,899.167043709532,911.848378778639,926.945206241861,942.645906803612,954.72336877419,968.008576941826,985.520896799164,1011.48744003591,1015.11067862708,1044.09658735647,1061.60890721381,1088.78319664761,1113.54199368729,1125.01558255934,1161.24796847107,1184.19514621517,1369.07604072417,1385.952275554,1366.70378799393,1338.05903647427,1387.87298487997,1312.14133003364,1154.46081465022,1260.55706325548,1422.57180952362,1654.07947985572,2431.50488134104,2656.22206263297,3147.17483056488,2624.11800809761,2885.01457968076,3149.39412277993,3327.87356452513,3504.09055297889,3688.10521747153,3899.45402480499,4360.57249422554,4576.01990595468,4749.45828415041,4930.59236752492,5102.01777364947,5209.97411083779,5759.70763727556,6249.73069328977,6782.03525962535,6870.85615372533,7494.4705502695,7619.33526885995,8092.76101017082,9620.29632530567,8558.48104802647,8433.3898639666,10276.0992956359,11820.4804214306,12468.0956632539,10787.6442901253,12068.4657848683,12576.3637270722,,,,
MEX,1084.69258022611,1070.96857349459,1057.24456676307,1043.52056003155,1029.79655330003,1016.07254656851,1002.34853983699,988.624533105473,974.900526373954,961.176519642434,947.452512910915,960.349772248969,973.247031587024,986.144290925078,999.041550263132,1011.93880960119,1024.83606893924,1037.7333282773,1050.63058761535,1063.5278469534,1076.42510629146,1095.07276047306,1163.88170373075,1193.17594882765,1157.70283727343,1157.49233788442,1179.42044864894,1203.30867620019,1223.16675578369,1211.26036232234,1249.34102271631,1264.64124731757,1359.49882377684,1434.41626734786,1469.3398883587,1531.03513581559,1548.88196167685,1559.61174806992,1635.62798388538,1640.26842293428,1613.81091204372,1634.67266870217,1654.7769860729,1665.5272207416,1719.39106879216,1807.26980211454,1895.29961145256,1903.89236870272,2021.30517803691,2152.03968736225,2180.95962396073,2339.69512350601,2228.9109727817,2452.13276901725,2467.01422209962,2695.19650269597,2635.67069036649,2759.68279938624,2726.61290364764,2777.87124204247,2801.02016905949,2822.51560128958,2840.70404394581,2863.85297096284,2883.694908406,2905.19034063609,2926.68577286618,2948.18120509627,2969.67663732636,2992.82556434338,3014.32099657347,3035.81642880356,3058.96535582058,3115.1841785762,3017.62798614733,3154.86805346252,3292.10812077772,3100.30272549383,3070.53981932909,2905.19034063609,2675.35456525281,2716.69193492606,2270.24834245495,2481.895675182,2602.60079462789,2744.80134630387,2923.37878329232,2969.67663732636,2966.3696477525,3072.19331411602,3062.27234539444,3222.66133972666,3359.90140704185,3391.31780799352,3569.89524498196,3528.55787530871,3655.87697390233,3672.41192177163,3717.05628101874,3809.65198908682,3910.51517108955,4111.87200134571,4187.29380191576,3961.28319688791,4274.70599815849,4493.88496176935,4651.23532432301,4836.73562121294,4911.92973936176,4897.5902754737,5070.2129378036,5060.94967663273,5101.64784443045,5408.94577207569,5945.55662515725,6081.16882551578,6278.86216904491,6395.74837923986,6734.56917364233,6773.03191470866,6954.86767119091,7069.78061220566,7435.62048057013,7807.8401568065,8064.8660004071,8271.3525366486,8483.58338754561,8535.46499330018,9077.67944903041,9787.78841698577,10687.8923211041,11300.9224216267,10946.9539078022,10101.4535174961,10059.0452375371,9942.66450711737,9059.43538110017,9066.66297667378,8711.86893341796,8826.73760894337,9132.17997446985,9289.15442274614,9481.02658984814,9575.53620731965,9866.0160252803,8901.82647533347,9195.75390466229,9707.16621816258,9988.73844606788,10357.0281703995,10987.0481766863,10918.8208319463,10914.0472957379,11053.7558027078,11499.8574246529,12041.3693705417,12632.377968323,12971.0433785418,13030.6813992275,12001.2413444427,12458.7179358707,12763.562652994,,,,
