ISO,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
CHE,0.6482085060831813,0.6484284278814509,0.6497777423736789,0.6513801591863677,0.6526002197840478,0.6523730571702719,0.6501317466921698,0.6503215061531636,0.6515125570199156,0.6538827236170777,0.6580086191601369,0.6687288591785497,0.6809204949781101,0.6920522508348553,0.7044154485908342,0.717741723506493,0.7306053955799966,0.7434917411828039,0.7577825860648182,0.7720854539736035,0.7840946054379198,0.7877674693600085,0.7896321829702553,0.7928184256758788,0.7944545115920764,0.7952162057309183,0.7968740166878362,0.8005602180592211,0.8030696567022341,0.805618939362148,0.8089624615337035,0.8143972300897276,0.8200535604537388,0.8242130314210303,0.8276134263869818,0.8319821865831634,0.8350265266997058,0.8353069936426476,0.8349571066875601,0.8341596099800382,0.8318717153380046,0.8270697339462206,0.8195191619582678,0.810781006563132,0.8025670585402812,0.7968419668628844,0.7915328208146952,0.7859553335217153,0.7819341021347239,0.7760504763543782,0.770439644324575,0.7655484270586345
CHL,1.1974311522650454,1.2054155611898245,1.2057672911071646,1.2097512925335976,1.2160135470155669,1.223691960877516,1.2357550863689748,1.2444758415387098,1.2606144975291154,1.2907148729415439,1.3211503917847918,1.3724063842264587,1.4229807808315273,1.4577182336023724,1.481119041065681,1.4948441173990628,1.4989827126702484,1.5065449596154141,1.5326889930171814,1.5534143297789798,1.563794957062488,1.5491605597624538,1.5337136855279385,1.5261247991631959,1.5220442822641602,1.5182227890612112,1.52085830574151,1.5201027131311682,1.4874831835460234,1.4486427027109978,1.4175605199459926,1.3833475737810959,1.3551659099506244,1.3338582372981553,1.3225710255507228,1.3250773226130192,1.3262223425532496,1.333766678630139,1.3521855293209293,1.371889205412314,1.3877565599970088,1.4069127883477537,1.4251909731479704,1.4437929312015585,1.4629420267516386,1.4855466727302704,1.5076428623538674,1.5286024715084232,1.5349761466237428,1.5414751380570924,1.5536192925806447,1.569058111495998
CHN,0.9731963275948186,0.9481634914468063,0.9345502082532847,0.9281650381237307,0.9294648332994441,0.9255531626612494,0.9213505067487008,0.8954045244821343,0.8804618361855738,0.8757646684256566,0.883714099841104,0.8971102073703212,0.9178737497186813,0.9368157790885492,0.9463159903997516,0.9600914178282375,0.9810597154288565,1.0047164343087975,1.021366647136984,1.0390199221587442,1.048948280922736,1.0576545330575564,1.0581002772871344,1.0574408178179822,1.064074429426962,1.0772295208059328,1.0935918232148059,1.107318570534858,1.1228807602788355,1.1376054760549887,1.1576381146473929,1.178314013026412,1.1995935739549708,1.2270660781712894,1.261563279230184,1.295203846980023,1.3254052124960243,1.3565755545747753,1.3885726852931077,1.4252693129756586,1.4615579639244896,1.4965282377782274,1.5275604797741473,1.5524150201965816,1.5722292668891316,1.593224402388299,1.6116886981526737,1.6344411470292954,1.6440744701141086,1.650981263057844,1.657496408619336,1.6669983717767767
CIV,1.567494891596607,1.6020026938741554,1.6266539203853085,1.6556433660312047,1.6658285703383486,1.6772722785554137,1.7041088395069774,1.7317055134115171,1.7556425975744645,1.7906249901339089,1.835599433196266,1.8571772309769288,1.8749023573342343,1.901790983077132,1.9501677425304464,2.0145313466035835,2.1270044610420955,2.247375048004639,2.375816900046007,2.5198075531170554,2.668838951139187,2.804059689669498,2.9343628615479633,3.048812342710147,3.14897904997295,3.194822409150812,3.1912735828968124,3.1766479845341786,3.1469509360253753,3.0943588719107766,3.0254445543905155,2.9549202875453062,2.881656122245743,2.798026658332364,2.711390605589475,2.6606125421598117,2.6142145293047188,2.5687445818444976,2.5289896989030525,2.4927335500184524,2.4603745980762044,2.4399283726297556,2.42912608257257,2.4272289477627718,2.430995222864999,2.4311887483180596,2.4291143315230803,2.4401148799448547,2.4372944423327856,2.4302952471223964,2.4245092720139843,2.423123793107139
CMR,1.7405255125826113,1.74391741918444,1.7516057558133884,1.7983644182925373,1.8294052830453476,1.8549804189493049,1.8925300453833036,1.930560666736206,1.9685003688138056,2.00461837015758,2.043484350122967,2.080839468794104,2.1375930438086597,2.1471285986729867,2.1398663612147537,2.1334506214506663,2.1178877719817075,2.099614820370756,2.0816575817787113,2.0651249529233326,2.046542447305387,2.036593170096939,2.0268291212334058,2.055336295837698,2.1255925535340117,2.2098916482836737,2.3256985762320466,2.457569607186968,2.600606035780989,2.7627206834677733,2.9227609164710957,3.0670211038817636,3.17885301903864,3.2564355754758187,3.307090574853759,3.3367765480411515,3.3398260895794776,3.3260603710253007,3.30020297817795,3.251588828271404,3.1957383172073315,3.1501544986000156,3.1126212052918225,3.079518010921408,3.0549471521193796,3.0397162918626823,3.0276331025502627,3.016784656752969,3.0054890608843525,2.996826698896688,2.998638640160982,2.9947952377121467
COD,0.8999194094073559,0.9057766142673888,0.9059649810355145,0.9095305732513098,0.9083444356786737,0.9058483094716809,0.9067670204801848,0.903488335616356,0.9270427672033618,0.9499580628386509,0.9777265906573464,1.014206945265101,1.0656656328077037,1.12880065424201,1.2075606010509836,1.2946557955068645,1.3905462765896823,1.4958236492857453,1.6093761875967179,1.7394516394976176,1.8669775286617125,1.9960635722994158,2.1165867628295456,2.230449283752979,2.3471565239512215,2.4751150636367987,2.6178367391011137,2.781432259486183,2.9678195620665218,3.195819115525035,3.4327955162819435,3.646924430224493,3.8584930433157822,4.085941490362592,4.302415563202198,4.520005405625396,4.743152606132599,4.941893681488433,5.085841936633155,5.145751703226325,5.160203320254881,5.157228696799744,5.13583393974568,5.071634470901018,4.985606634492588,4.886077920888641,4.742125524939807,4.596288520456715,4.494323398739251,4.399254787989532,4.321183660454138,4.257669349547118
COG,7.120420428620034,7.213433660235803,7.28997402459116,7.330717564810491,7.351103031398686,7.336989335777517,7.3879749356998845,7.394285543987117,7.34375032002823,7.1625437155991225,7.024108813167798,6.934136792782155,6.836526736470691,6.8267357490570735,6.809428773867356,6.784191738463693,6.7900001568547,6.802541317241953,6.815452576561171,6.939594816170081,7.031859891994803,7.142586680017729,7.331179693736651,7.446998346036804,7.562839640897377,7.697318545461111,7.841148106600261,7.983397474307706,8.099977538571826,8.205600548511779,8.423958604415702,8.578139261502194,8.605425775499835,8.668580741655955,8.735604319008667,8.85050162517759,8.911167409216695,8.960291355513965,8.98821051162685,8.984349068182455,8.844840137977593,8.67847266190663,8.501411293923212,8.418715600009117,8.358852606723797,8.23122125062822,8.129901669568932,8.09919598005363,8.07832762501982,8.052592992943607,8.045187096887988,8.092021728895524
COK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
COL,2.8451875186148965,2.847127833193738,2.8440335631095017,2.8428061156913538,2.838043827778621,2.83013736368813,2.8156247319115772,2.802173248239641,2.783383851534825,2.7588478551851305,2.7428377231198775,2.724846853983325,2.710760361631293,2.6969340984250274,2.677744552439935,2.661045233909512,2.650157024894749,2.6469839962880704,2.6605538503871107,2.685190792197713,2.712101510060728,2.7335974890218737,2.7484947637067725,2.7571834354367333,2.774439943773557,2.7928893819402196,2.804360024568578,2.8091689785843945,2.800769533430386,2.781372720296437,2.758967142710066,2.7335351430609998,2.71816191348341,2.707275331998169,2.701688064791471,2.7087823592308022,2.7112498081633563,2.7094624885815186,2.7061981130490085,2.699448727802879,2.6847497014391197,2.666393346739344,2.6354024548256048,2.5978867763328144,2.5563278050219496,2.5067909195145694,2.465052393120559,2.4228081702210646,2.394585198845742,2.3680874098854896,2.347109596601346,2.3292950358939954
COM,4.341184315078211,4.273001231353141,4.202144373325463,4.127081030331293,4.081529107321504,4.064346505580044,3.963896836372529,3.9013813217425386,3.8947807854134298,3.9185709561406683,3.9740961574749796,4.0027311365702705,4.066802374839768,4.152958911350128,4.234778553025176,4.2793409173055235,4.304667695937063,4.326530769606102,4.33218137763325,4.345066085220084,4.353126249793455,4.378187367143808,4.401051893985567,4.429983058470756,4.454946959933068,4.514398804058798,4.579599622804455,4.636658769976174,4.663489826239699,4.676046565394262,4.7095857773103855,4.718959302706874,4.72196982951612,4.696744862123525,4.666666798427495,4.613021071400024,4.5487728994279095,4.48072933605188,4.43669901704806,4.395357049662112,4.319797650016783,4.244383731350004,4.1489481311729985,4.1411577960934105,4.106456660963009,4.066311948908237,4.01952094658093,3.962942951234988,3.9456232238596405,3.937790461206186,3.939938849304123,3.961821516774588
CPV,2.0860811177652914,2.1177948947872203,2.096862230193852,2.055823037033829,2.0154087649298145,1.9823355537054934,1.968910207382692,1.9564952894547538,1.918841258335276,1.8617294546388377,1.8264001268350651,1.84003264349109,1.8886431998064097,1.9794178865356877,2.0638933917977,2.150760112156081,2.236722117785149,2.309574752607003,2.37940257063486,2.429393733063636,2.4729746710582736,2.458496156550263,2.442238054697685,2.4034058074089444,2.3738065891605538,2.3382037169193763,2.314567428438019,2.3047752287451093,2.2904578996641414,2.280533441277902,2.2675485617529176,2.2573012854186727,2.2420630008827773,2.2206065242257225,2.195109830797662,2.162143021912576,2.116300541968033,2.0623049480247815,2.007864122524918,1.960114714583657,1.9184271622245592,1.88102407341136,1.839699311931971,1.8065404285758782,1.7851167501088632,1.7894418477749336,1.8121360542323948,1.8457858189905565,1.8535793792167254,1.8630423862340302,1.8697556036162573,1.882814845901873
CRI,1.2112945183649546,1.2024900081730665,1.196471379766055,1.192546878203426,1.18579224480315,1.1810414431443634,1.1775471687064585,1.1675527840135311,1.1577308294669533,1.1481158426131022,1.1409728105689165,1.143430567782555,1.1483064401201193,1.1519880978267667,1.161060214502663,1.1739013833511385,1.1946324827132533,1.2218931429412918,1.2623066136731143,1.3009218425081044,1.33074639695303,1.359682319302531,1.383767186277453,1.4079971685987878,1.430353176396188,1.4466184271446958,1.4579659950385837,1.463541748070504,1.4518647036454477,1.4412832311306618,1.4393854934343706,1.4358805755853032,1.4389538956790677,1.4424156046273318,1.4461912949845692,1.4544468127020602,1.4616000940498899,1.4684947669207353,1.4822183053855074,1.497571755373112,1.5110151029169125,1.5228872983332402,1.5264025390608613,1.526895467803255,1.5291638680644257,1.5363800166102959,1.5413448018011386,1.5447619034380158,1.5439740138789295,1.5425924141922003,1.541237515445604,1.5387642632669343
CUB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CYM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CYP,3.5999693952129426,3.5487766105684124,3.4989039190004414,3.432215563066839,3.3767296875621104,3.322747480947492,3.2350945526839716,3.1498949027753076,3.0741914801578623,3.0067370321862863,2.958304777771832,3.037270141370306,3.0641957034247786,3.0783731706591286,3.0885992815103545,3.098072703197869,3.0999778056911795,3.126435721998905,3.1524395855443323,3.1692024802033365,3.1155892826850726,2.9849841962685453,2.913640345480046,2.8686152492721178,2.8198705471287737,2.7742306760298545,2.7203037286997636,2.668964658675977,2.6118822702126594,2.5644570342139636,2.5193090321221066,2.460176113201716,2.4047424625618747,2.358190930373179,2.3122333602613128,2.2674466141775205,2.2228990268848676,2.166997130307055,2.119136571172231,2.0649402247564925,2.0136597659822564,1.9751524658528758,1.934113659916422,1.8929305405712813,1.8639716160328477,1.8509139239290886,1.8488566534987982,1.8540756812253338,1.8511001838125678,1.8479935598600632,1.8501069230690146,1.8584558654692642
CZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2998889667649922,1.657724132192871,2.0263192697005517,2.4019487990617323,2.7726515375745837,3.125023783272739,3.469058428424053,3.8232391186070687,4.185218152337372,4.545581110724894,4.592823631088391,4.57517126670391,4.544828354712133,4.496965829759789,4.438669248953471,4.378223900169975,4.305950139329292,4.210155876142307,4.1030754475825875,4.01921429131228,3.9438766697100527,3.8724995846014365,3.815830398983925,3.758100443345871,3.705820281385947,3.670245500092505
DEU,1.0904634507303341,1.1010190380498528,1.1145835290798536,1.131258790490687,1.143556838646427,1.1514124598944995,1.171703341972758,1.1921121552918612,1.2110351677076727,1.2261132831073236,1.2437333829727986,1.2652037059676764,1.2800151458321811,1.2893550756132002,1.2995436171755888,1.3106122113191958,1.3227055581167813,1.334356013228359,1.3480818795835208,1.362363208367812,1.3717928939196729,1.3752651124064572,1.380527968140752,1.3865596750911056,1.389886668690946,1.3919652387847434,1.3880914221264387,1.3781920868070152,1.3655910961838043,1.3561601232182696,1.3475327873597742,1.3399614975791596,1.3343919397795312,1.3282071614290503,1.3242818029724792,1.3225915381858293,1.323126879834798,1.3267585707333402,1.3311321788094652,1.3338514380765454,1.3366358422981839,1.3392797791013276,1.3371681873445846,1.3324655808180021,1.3279595426550919,1.331989820950676,1.3330605107665385,1.3309428539568822,1.3306264845867517,1.3274608213549335,1.3239416472632186,1.3189404451921949
DJI,1.0,1.0,1.0,1.0,1.0,1.0,0.9459289868931773,0.8914012898867348,0.8374617660932365,0.7836058769861198,0.7334340510967563,0.6802248506163875,0.6263178931089647,0.5800764057256877,0.5394931989593119,0.49864691949455475,0.5123945798355649,0.5280876473249169,0.5507277567274709,0.5811502898183736,0.6159147859678562,0.6606967436439702,0.7104691735975864,0.756527674371131,0.8008973930129928,0.8522362904861875,0.9013381574567448,0.9605139463825537,1.0135608325969785,1.0618801645101776,1.1127501629256966,1.1549415576658157,1.2047086814457766,1.2506705693037612,1.3002244859668155,1.3400986937116124,1.383057147393136,1.4150690709472495,1.449707067099982,1.493816766635853,1.5423007215059539,1.609810611374592,1.6811969483504943,1.7875792010538833,1.920644823233927,2.0753588483446115,2.2310232240838714,2.391297623108069,2.483235727924285,2.58239559962375,2.6885283659332306,2.801159690581265
DMA,1.0,1.0,1.0,1.0,1.0,1.0,1.0621589454675857,1.1282638218370582,1.191925081297562,1.2473286887703006,1.2932135940763207,1.3399757630297817,1.3808450011097395,1.4222697385615022,1.4537688568724962,1.5200112364177873,1.517968228665825,1.5032650599827673,1.4919212684039547,1.490209446407564,1.499664600955152,1.511494743789207,1.5213614513824427,1.5234833217695896,1.5314799189328983,1.5159923574344458,1.5091327675718673,1.5133523687438257,1.5165230886962884,1.5215836817118025,1.5258507630927913,1.5294885750627096,1.5395921400461205,1.558758935038247,1.5810373630136971,1.5941880642840514,1.60660763125122,1.6167410022220636,1.6263866515951477,1.6191305139725825,1.6116289866615037,1.606433061712475,1.6002174898807229,1.5881395464918424,1.5719241008101612,1.5595658294663692,1.5487789256106648,1.542842786000493,1.5307877208813951,1.5327658849049481,1.534438705714914,1.5284548253200574
DNK,1.3462420782634101,1.3496218389190553,1.3556358781985633,1.359402686616764,1.3618860574036382,1.3634902436934186,1.3712523004587815,1.3837240492246028,1.3989720432450947,1.4122280608437578,1.4368587627221712,1.4661890264762432,1.4900862035899813,1.5174240714382787,1.547124923197726,1.5759866726767586,1.6038776761119486,1.6317920510461543,1.6535919724667718,1.6714904197517977,1.6771833617516048,1.6725613501331764,1.6678365331637213,1.6641916362637166,1.661995870251986,1.6632733489950102,1.660581007923092,1.6550650705485814,1.6523342072227885,1.6531462407957527,1.6511201937442845,1.649432562131344,1.6485711423341507,1.641516531454582,1.6305117277616041,1.6151786234603605,1.5964030681549957,1.5785442695191807,1.5629943841041185,1.547069983219171,1.5357765501921963,1.5255959735901015,1.5147891775909124,1.5075625447676715,1.5038592917328044,1.5111546557401723,1.5190390613448532,1.524391938145579,1.5250515903086472,1.5244035124555666,1.5266347229545123,1.5319203298797033
DOM,1.2586955519932854,1.270832924944518,1.2671142945549818,1.266703781016636,1.2714967019114545,1.2704481254454854,1.2491813882851726,1.2243827383618089,1.2178844343777746,1.211248747251196,1.2093546983129952,1.1981205117765124,1.1970606321865511,1.1980363721087826,1.2009341598248178,1.2132909268434966,1.2369209543807251,1.2644474915192003,1.2941840508521625,1.325052641399508,1.3555536397645294,1.3885461136638386,1.4203445470151352,1.4415402707957554,1.4617643244386018,1.4808783062655189,1.5156867332733692,1.552232808646863,1.5770444473160823,1.5994678638391586,1.6232891206803646,1.6389942657436887,1.6529386309473701,1.6727197842131278,1.6923305630619456,1.71046910273221,1.717813868383367,1.730536931606533,1.7549144186607968,1.7909394945034456,1.8261715663536353,1.8525951555519697,1.872181615996548,1.8892587410110124,1.9068286876211409,1.9293834154173652,1.9419795000916484,1.9482135437720562,1.9513436736938528,1.9445737222314563,1.9286951106181416,1.9217459613969103
DZA,4.164010958504727,4.130258099129862,4.14772638351071,4.117986801772566,4.067894272175938,4.017982812324108,4.063648820118326,4.1319877210922,3.9256847668199106,3.823416367055846,3.7704654673350406,3.7576960692782038,3.7255417445519265,3.730301345094656,3.7611353364256543,3.802718931070987,3.876490461340564,3.906477905703614,3.9892966094328393,4.067742392121429,4.132890066747276,4.1937699179959465,4.262562119434338,4.344003089895001,4.438692717151755,4.52293727250383,4.589887103169937,4.653641279101782,4.714943062812031,4.787875526501439,4.8676303481908745,4.923894174982243,4.9457986474685836,4.9496504956948995,4.91785811481364,4.8842015113956645,4.831688958371744,4.760483407083335,4.67675267631496,4.557703419768969,4.422449187226418,4.290277748455264,4.17774442710951,4.066588569019101,3.9806733131023693,3.914917774360686,3.8636924164864572,3.8261781035059372,3.7940639082615024,3.7808219463730066,3.776273397665507,3.791731928213757
ECU,5.132122746420045,5.139750266340401,5.159839774071967,5.16727711905301,5.180965822789843,5.202481612225349,5.224462129347444,5.242461176342137,5.261193410462153,5.223740383584731,5.17002488381023,5.089609623980044,4.992165143487506,4.919473214299003,4.840974513681191,4.758054268229836,4.690321066239013,4.614863253968515,4.550659830876858,4.538409721039514,4.54900618716769,4.56970420177883,4.589391623734373,4.598244117483221,4.584220558536389,4.562803703236388,4.522923079792496,4.477003018101067,4.414307422796746,4.337971450625636,4.25507743986022,4.177050091150475,4.1025822050361125,4.008101578718852,3.9275520313471377,3.8649096990525593,3.812407319161865,3.7632252472851206,3.711202975493387,3.660608701078118,3.6023041661080635,3.5401190969460172,3.475928810494217,3.4246527773044533,3.3717762730832304,3.3086011240057864,3.2475867882080856,3.185757958756331,3.149678789194914,3.1088383888493873,3.0854524001757637,3.0699292610327547
EGY,0.8901876086879021,0.8846174655637192,0.8864411736302101,0.8921600164706042,0.8934500598258323,0.8909530520570546,0.8777764951534037,0.8652587396506835,0.8496551182767862,0.8348726774031595,0.8312614865560987,0.8274123824015401,0.8192885934132912,0.8102326737416474,0.8060651111802686,0.809298396816313,0.8284716287365612,0.8583457934472778,0.8944325225810464,0.9230391647088014,0.9476324431541403,0.9712006761542493,0.9990200640670801,1.0212891593440903,1.0408398458131434,1.055937871837164,1.064975578108378,1.0630266025007704,1.0528880281535513,1.0490013079802318,1.0488643349876958,1.0493188048108846,1.0462658357112198,1.0471496264743518,1.0522957334864187,1.0585896311914342,1.066785925070295,1.0778195408717848,1.0943498475375617,1.1103640077611443,1.1248064711803791,1.1389734765786483,1.151488806265336,1.1636532493101854,1.1734845683750972,1.183750536691679,1.1934536047033488,1.204422663771057,1.2078249863803927,1.2102596908709478,1.212711124600349,1.2148008469315927
ERI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ESP,1.0994831709334563,1.1028822990788083,1.1081400869741322,1.1178867703768172,1.127748763311602,1.1351977260359685,1.1444988903242677,1.162287569152309,1.1812453510315473,1.2016120245290367,1.221212424883365,1.2456570215964236,1.2708697082327691,1.294072666368208,1.3189553208060967,1.3492652983427877,1.3759828583744123,1.4052651439215056,1.4380026425982677,1.4718532457619105,1.503830260494405,1.528757848612593,1.5503972174844205,1.5662515076801051,1.576891340247511,1.5822177741520669,1.5872391227664608,1.590292160721961,1.5951750552489998,1.6050540533504214,1.614955304908338,1.6251778836247979,1.636485218696824,1.6499757301762912,1.6637003000901611,1.6768095478349714,1.686650944078138,1.6938310416818496,1.6986286015773362,1.6989314742512007,1.7005829017392617,1.7031147455901414,1.7060018609177248,1.7113539721655158,1.7229110277322526,1.7467736327707541,1.7765260541589556,1.8112566405925303,1.8246542211911025,1.8391706278921163,1.8551012737664128,1.874094150428909
EST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.19583878114266,1.4231472583287406,1.7349951988622465,2.0695950038545994,2.411991995330154,2.736002995993894,3.040968943819186,3.308536901668263,3.5699996548593873,3.839082648867985,3.882892192862266,3.8819624443724665,3.7878746584524032,3.661113757531183,3.519677889600602,3.3830929000592085,3.2543849518302563,3.1588257208441024,3.09675533810787,3.0815835737241417,3.090476700873967,3.095741949723293,3.086646439010945,3.0876786137983965,3.098831096419634,3.136259593952328
ETH,4.424360089932334,4.513087263334287,4.6001296787956685,4.6855212681916845,4.772194593031497,4.862841715018773,5.073636511580313,5.266741872880571,5.4316885619109,5.580156339421302,5.72913414872474,5.915845893737086,6.09029994996269,6.268594908138793,6.468524860399752,6.608195219097214,6.6880981633749155,6.759786316020157,6.852728723213278,6.936054543689305,7.032183412342434,7.168333626943522,7.2699436329906835,7.271527384102543,7.259478002318538,7.316596655245466,7.422734996367265,7.60418349179419,7.852108380434673,7.999864842849831,8.104353230349702,8.079193954684438,8.007948204792976,8.004844124064503,8.018050022439697,7.976943902528694,7.889849898883567,7.705221741270043,7.449821238821874,7.333984555321649,7.181171727553332,7.0351491851690025,6.939659871355049,6.826690710433786,6.6504127099706825,6.507628529500185,6.377533470848796,6.280129735036427,6.206640310480426,6.0692917889652716,5.958793208068822,5.873004651749887
FIN,1.7520767700407773,1.7615286084073274,1.7759201589596338,1.7935528771393943,1.812915324833812,1.820315012279643,1.8349498677758003,1.8579769272734414,1.8734396208397175,1.8861932572983295,1.9057229481249123,1.9320040219516461,1.9617044363226313,1.994024815963068,2.0215287731478044,2.049255800329234,2.07608912885136,2.100526938188618,2.129268231614851,2.160190539643179,2.1861429834088666,2.202912509449507,2.2126972816351254,2.2145584965021543,2.213723446771969,2.219668713126171,2.2358885077628723,2.266374319812363,2.306388935252957,2.3473213352328544,2.378297864694379,2.4011206353373256,2.4170072986460918,2.4230507972856694,2.4250110018441946,2.4238935180780565,2.4097186440988265,2.375832941741865,2.3314978231508166,2.2848216882166477,2.24392713646965,2.2100055500419407,2.177721330936909,2.150333889649671,2.133229854045143,2.1426766759420124,2.155109625918635,2.165680713072797,2.1659844324897284,2.1656957813849584,2.1699434674210663,2.1768831051468798
FJI,1.687630429304799,1.7783195883982221,1.8710046373729672,1.9255475413309526,1.9804716972981684,2.041807360951622,2.1553708769047963,2.2531201818652646,2.344355468503774,2.4234331432791545,2.497623713998532,2.55760089819365,2.6107408105521905,2.676651540870693,2.742382881092695,2.7787623861493347,2.8569046235982,2.9302159826172995,3.020537494409756,3.132764038317315,3.209750148106285,3.2921679873166694,3.338620142577483,3.4032243702365386,3.443853800466697,3.456490841087844,3.429016405914216,3.4130073318723015,3.362060852932675,3.294040944268383,3.238877621549732,3.161301411585308,3.092590319708278,3.0102759402661827,2.947016221784266,2.907903053541137,2.893115468642079,2.8673746062565906,2.8533965540627406,2.840700129021552,2.8299980195583148,2.830606139354954,2.845772821563041,2.8568500362775575,2.8725195304338396,2.912354929792948,2.9325682679297964,2.950507082919409,2.9577193272348294,2.9624029452118648,2.984298860448278,3.0006762178159057
FLK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FRA,1.004475567826662,1.0025857458301866,1.0021202906390836,1.0027903047182796,1.004787835541352,1.005567517491573,1.004496163611283,1.0046211531676914,1.0077051615008297,1.0116678431719546,1.0175760345952758,1.0287121168836368,1.0393243323357162,1.0496973797648876,1.0586400125510569,1.0686585732417262,1.0810869490234076,1.095276484361361,1.1085399612532851,1.1236090341636478,1.1382838385121947,1.1478409901240876,1.157373102506042,1.1662879412572031,1.173152762582448,1.1783504556313056,1.1814372280351844,1.1840021008034005,1.187006810904909,1.1915427782462416,1.1945373718491552,1.1963690372572753,1.1985016891260558,1.1998301627242773,1.2012474479869955,1.2025259103618597,1.201698630351148,1.199082216867327,1.196379059835666,1.191861394071734,1.1869260655971927,1.1827110873872775,1.1776867906100121,1.1732913478804556,1.1731120624649443,1.1797852198259742,1.1877872219347279,1.1947477855971784,1.1974974105000586,1.1993729009026202,1.203209460691013,1.2077050630007828
FRO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FSM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GAB,2.099735731948739,2.072937495082712,2.0829060821748593,2.0609792662080424,2.040470461271183,2.0102506656824994,1.98666694878514,1.9311089113447193,1.854427995574144,1.786064367487564,1.7306652790589871,1.7037158260223577,1.6588799610000131,1.6952803137486092,1.8031585079885448,1.9270332808156876,2.0559643143880506,2.191933934159301,2.353611900414019,2.512177406221029,2.6571649535309345,2.8022012538490872,2.9511671581597936,3.0911992210785177,3.124217669630687,3.119700892569967,3.0974867522156826,3.057469371335543,3.000622275456177,2.9402912142103745,2.8778143275393893,2.7845361644936526,2.6776712256181883,2.5177995090869674,2.3998667345433824,2.3402241617955553,2.302412709269775,2.276762295021696,2.2552937003511557,2.2367461507145774,2.23172718253939,2.23748115960001,2.2604488354668932,2.2787050088821013,2.3094583305538405,2.325493409497442,2.340048417775274,2.3630137842261414,2.3649120411973965,2.374736492481941,2.3907899833715196,2.415159493313999
