ISO,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
TWN,2179930,2187114,2194298,2201482,2208666,2215850,2223034,2230218,2237402,2244586,2251770,2258954,2266137,2273321,2280505,2287688,2294872,2302056,2309240,2316423,2323607,2331286,2338966,2346645,2354324,2362004,2369683,2377362,2385041,2392721,2400400,2408079,2415759,2423438,2431117,2438796,2446476,2454155,2461834,2469514,2477193,2513261,2549329,2585397,2621465,2657533,2693601,2729669,2765737,2801805,2837873,2878598,2919323,2960048,3000773,3041498,3082223,3122948,3163673,3204398,3245123,3290802,3336482,3382161,3427840,3473520,3519199,3564878,3610557,3656237,3701916,3788915,3875914,3962914,4049913,4136912,4223911,4310910,4397910,4484909,4571908,4696560,4821212,4945865,5070517,5195169,5319821,5444473,5569126,5693778,5818430,6027452,6236473,6445494,6654516,6863538,7072559,7209688,7346816,7483945,7621073,7758202,8046915,8333009,8645264,8967001,9289545,9597690,9920227,10288327,10667705,11030385,11392513,11762101,12137143,12511863,12874153,13210344,13548537,14068984,14582944,14913564,15220495,15505121,15784817,16075128,16401413,16730895,17042272,17372779,17704538,18029982,18354855,18653146,18929866,19191510,19411454,19617046,19839704,20055492,20278946,20503568,20704227,20899019,21086645,21267653,21441432,21634124,21835703,22010489,22184530,22341120,22463172,22562663,22646836,22729753,22823455,22917444,22997696,23078402,23140948,23193518,23270367,23344670,23434000,
TZA,3202130,3211150,3220171,3229191,3238212,3247232,3256252,3265273,3274293,3283314,3292334,3302671,3313009,3323346,3333683,3344020,3354358,3364695,3375032,3385370,3395707,3407749,3419791,3431834,3443876,3455918,3467960,3480002,3492045,3504087,3516129,3530454,3544778,3559103,3573428,3587752,3602077,3616402,3630727,3645051,3659376,3676887,3694399,3711910,3729422,3746933,3764444,3781956,3799467,3816979,3834490,3856720,3878949,3901179,3923408,3945638,3967868,3990097,4012327,4034556,4056786,4086620,4116454,4146287,4176121,4205955,4235789,4265623,4295456,4325290,4355124,4398898,4442671,4486445,4530219,4573992,4617766,4661540,4705314,4749087,4792861,4868949,4945037,5021125,5097213,5173300,5249388,5325476,5401564,5477652,5553740,5763344,5972947,6182551,6392155,6601758,6811362,7020966,7230570,7440173,7649777,7892085,8134393,8376701,8619009,8861316,9111058,9360799,9610540,9860281,10110022,10401453,10705514,11022108,11353658,11697289,12053002,12423442,12798713,13194264,13605504,14045757,14506496,14984973,15477155,15980265,16493435,17018013,17556148,18110990,18684893,19279543,19894677,20528465,21178079,21842087,22516809,23204186,23914852,24663284,24777921,25606482,26481865,27378799,28263288,29113329,29919937,30897781,31459953,32246281,33075590,33955062,34873480,35855228,36894334,37992600,39116847,40374884,41659033,42996062,44380340,45810882,47342140,48829347,50443621,
UGA,2467722,2473661,2479600,2485540,2491479,2497418,2503357,2509296,2515236,2521175,2527114,2533889,2540664,2547440,2554215,2560990,2567765,2574540,2581316,2588091,2594866,2602719,2610572,2618425,2626278,2634132,2641985,2649838,2657691,2665544,2673397,2682684,2691970,2701257,2710543,2719830,2729117,2738403,2747690,2756976,2766263,2777539,2788816,2800092,2811369,2822645,2833921,2845198,2856474,2867751,2879027,2893226,2907424,2921623,2935821,2950020,2964219,2978417,2992616,3006814,3021013,3039869,3058725,3077582,3096438,3115294,3134150,3153006,3171863,3190719,3209575,3236854,3264132,3291411,3318690,3345968,3373247,3400526,3427805,3455083,3482362,3528727,3575093,3621458,3667824,3714189,3760554,3806920,3853285,3899651,3946016,4067234,4188452,4309670,4430888,4552106,4712382,4872658,5032934,5193210,5353486,5498151,5647290,5801056,5960199,6124934,6295480,6472070,6654943,6844353,7040561,7243843,7454486,7672787,7899061,8133636,8376850,8629064,8890649,9161995,9446024,9720365,9988321,10256342,10533627,10827071,11139772,11470741,11817951,12177677,12547754,12927007,13318149,13727427,14163214,14631089,15133740,15668278,16227778,16802258,17384369,17973428,18571527,19177660,19791266,20412967,21041468,21679497,22336812,23026357,23757636,24534668,25355794,26217760,27114742,28042413,29000925,29991958,31014427,32067125,33149417,34260342,35400620,36573387,37782971,
UKR,11522573,11686034,11849495,12012955,12176416,12339877,12503338,12666799,12830259,12993720,13157181,13321390,13485598,13649807,13814016,13978224,14142433,14306642,14470851,14635059,14799268,15063320,15327372,15591424,15855476,16119528,16383580,16647632,16911684,17175736,17439788,17748323,18056858,18365392,18673927,18982462,19290997,19599532,19908066,20216601,20525136,20972625,21420114,21867603,22315092,22762581,23210070,23657559,24105048,24552537,25000026,25583725,26167423,26751122,27334820,27918519,28502218,29085916,29669615,30253313,30837012,30891042,30945071,30999101,31053130,31107160,31161190,31215219,31269249,31323278,31377308,31201258,31025208,30849158,30673108,30497058,30321008,30144958,29968908,29792858,29616808,29805694,29994581,30183467,30372354,30561240,30750126,30939013,31127899,31316786,31505672,32084871,32664070,33243270,33822469,34401668,34980867,35560066,36139266,36718465,37297664,37846192,38394719,38943247,39491774,40040302,40588830,41137357,41685885,42234412,42782940,43236299,43689658,44143018,44596377,45049736,45503095,45956454,46409814,46863173,47316532,47589223,47861914,48134606,48407297,48679988,48952679,49225370,49498062,49770753,50043444,50203580,50363717,50523853,50683990,50844126,50949303,51054479,51159656,51264832,51370009,51360720,51314080,51216988,51052752,50811673,50489566,50096497,49655175,49196895,48746269,48310816,47890647,47493771,47127110,46795313,46502718,46249196,46028476,45830711,45647497,45477690,45319949,45165211,45002497,
URY,132000,142550,153100,163650,174200,184750,195300,205850,216400,226950,237500,248050,258600,269150,279700,290250,300800,311350,321900,332450,343000,355100,367200,379300,391400,403500,415600,427700,439800,451900,464000,486200,508400,530600,552800,575000,597200,619400,641600,663800,686000,708900,731800,754700,777600,800500,823400,846300,869200,892100,915000,927768,940537,953306,966074,978843,991612,1004380,1017149,1029917,1042686,1072582,1102477,1132372,1162268,1192164,1222059,1251954,1281850,1311746,1341641,1371536,1401432,1431328,1461223,1491118,1521014,1550910,1580805,1610700,1640596,1670491,1700387,1730282,1760178,1790073,1819968,1849864,1879759,1909655,1939550,1969446,1999341,2029237,2059132,2089028,2107923,2126819,2145714,2164609,2183504,2212148,2241906,2272709,2305172,2341586,2377562,2413056,2448334,2482775,2518546,2551210,2585711,2619191,2650536,2679914,2707850,2735088,2762978,2788106,2809799,2818269,2821437,2822084,2824069,2830172,2841436,2857107,2875970,2896021,2915775,2935036,2954281,2973461,2992648,3011907,3031032,3049962,3069094,3088985,3109987,3132048,3154853,3178156,3201604,3224807,3248039,3271014,3292134,3309318,3321242,3327105,3327770,3325637,3324096,3325608,3331041,3339750,3350832,3362761,3374414,3385610,3396753,3407969,3419516,
USA,23790396,24600158,25409920,26219683,27029445,27839207,28648969,29458731,30268494,31078256,31888018,32595365,33302711,34010058,34717404,35424751,36132098,36839444,37546791,38254137,38961484,40123397,41285310,42447222,43609135,44771048,45932961,47094874,48256786,49418699,50580612,51835252,53089893,54344533,55599174,56853814,58108454,59363095,60617735,61872376,63127016,64435715,65744414,67053114,68361813,69670512,70979211,72287910,73596610,74905309,76214008,77752827,79291646,80830466,82369285,83908104,85446923,86985742,88524562,90063381,91602200,93043678,94485156,95926634,97368112,98809590,100251068,101692546,103134024,104575502,106016980,107735372,109453764,111172156,112890548,114608940,116327332,118045724,119764116,121482508,123200900,124096772,124992644,125888516,126784388,127680260,128576132,129472004,130367876,131263748,132159620,134724277,137288934,139853591,142418248,144982905,147099029,149215154,151331278,153447402,155563526,158226907,160959736,163647638,166551085,169518898,172555161,175702775,178663448,181675190,184577624,187662914,190571474,193333953,196038191,198504375,200810181,203008722,205045826,207059453,209485807,211357912,213219515,215092900,217001865,218963561,220993166,223090871,225239456,227411604,229588208,231765783,233953874,236161961,238404223,240691557,243032017,245425409,247865202,250340795,252847810,255367160,257908206,260527420,263301323,266275528,269483224,272882865,276354096,279730801,282895741,285796198,288470847,291005482,293530886,296139635,298860519,301655953,304473143,307231961,309876170,312390368,314799465,317135919,319448634,
UZB,3676997,3697425,3717853,3738281,3758709,3779136,3799564,3819992,3840420,3860848,3881276,3902839,3924401,3945964,3967526,3989089,4010652,4032214,4053777,4075339,4096902,4119663,4142423,4165184,4187945,4210706,4233466,4256227,4278988,4301748,4324509,4348534,4372558,4396583,4420608,4444632,4468657,4492682,4516707,4540731,4564756,4590117,4615478,4640838,4666199,4691560,4716921,4742282,4767642,4793003,4818364,4845132,4871901,4898669,4925438,4952206,4978974,5005743,5032511,5059280,5086048,5114303,5142558,5170812,5199067,5227322,5255577,5283832,5312086,5340341,5368596,5398421,5428246,5458072,5487897,5517722,5547547,5577372,5607198,5637023,5666848,5698331,5729815,5761298,5792782,5824265,5855748,5887232,5918715,5950199,5981682,6014914,6048145,6081377,6114608,6147840,6181072,6214303,6247535,6280766,6313998,6538448,6762898,6987348,7211798,7436248,7660698,7885148,8109598,8334048,8558498,8899948,9241398,9582848,9924298,10265748,10607198,10948648,11290098,11631548,11972998,12370888,12768778,13166668,13564558,13962448,14360339,14758229,15156119,15554009,15951899,16408235,16864571,17320907,17777243,18233578,18689912,19146246,19602580,20058914,20515248,20970307,21416399,21852080,22276140,22687456,23087174,23474760,23845788,24194543,24518222,24814629,25088682,25353547,25627007,25922239,26242947,26586701,26952719,27338109,27739764,28158395,28592451,29033361,29469913,
VCT,50145,50312,50479,50646,50813,50980,51147,51315,51482,51649,51816,51995,52173,52352,52531,52709,52888,53067,53245,53424,53603,53788,53972,54157,54342,54527,54712,54897,55082,55266,55451,55642,55834,56025,56216,56407,56598,56790,56981,57172,57363,57561,57759,57957,58155,58352,58550,58748,58946,59144,59341,59546,59751,59955,60160,60364,60569,60774,60978,61183,61388,61400,61412,61424,61437,61449,61461,61474,61486,61498,61511,61523,61535,61548,61560,61572,61585,61597,61609,61622,61634,61646,61659,61671,61683,61696,61708,61720,61733,61745,61757,61770,61782,61795,61807,61819,61832,61844,61856,61869,61881,63169,64457,65745,67033,68321,69609,70898,72186,73474,74762,75641,76520,77399,78278,79158,81417,83677,85937,88197,90457,91440,92465,93516,94572,95614,96639,97649,98634,99589,100506,101378,102202,102985,103742,104477,105197,105892,106533,107081,107509,107811,108001,108097,108129,108122,108078,108001,107923,107879,107897,107989,108150,108354,108563,108749,108908,109049,109165,109255,109316,109341,109334,109327,109360,
VEN,1303465,1333089,1362713,1392337,1421961,1451586,1481210,1510834,1540458,1570082,1599706,1619702,1639697,1659692,1679688,1699684,1719679,1739674,1759670,1779666,1799661,1822158,1844655,1867153,1889650,1912147,1934644,1957141,1979639,2002136,2024633,2052139,2079644,2107150,2134656,2162162,2189667,2217173,2244679,2272184,2299690,2304990,2310289,2315589,2320889,2326188,2331488,2336788,2342088,2347387,2352687,2355652,2358617,2361582,2364547,2367512,2370477,2373442,2376407,2379372,2382337,2385301,2388265,2391229,2394193,2397156,2400120,2403084,2406048,2409012,2411976,2485819,2559662,2633505,2707348,2781191,2855034,2928877,3002720,3076563,3150406,3211888,3273369,3334851,3396332,3457814,3519296,3580777,3642259,3703740,3765222,3898066,4030909,4163753,4296596,4429440,4622620,4815800,5008980,5202159,5395339,5619397,5859110,6111902,6375198,6646413,6927304,7219630,7520803,7828227,8139297,8453122,8771455,9095655,9427084,9767109,10111187,10458428,10815682,11189828,11587758,11937803,12286434,12636971,12994025,13360988,13739142,14127790,14525929,14931741,15343917,15761800,16185895,16617343,17057786,17508059,17968530,18437737,18912431,19388262,19861959,20332247,20799471,21263994,21726808,22188671,22649212,23108003,23565734,24023355,24481477,24940223,25399143,25857553,26314483,26769115,27221228,27670659,28116716,28558607,28995745,29427631,29854238,30276045,30693827,
VNM,8937187,9016729,9096272,9175814,9255357,9334899,9414441,9493984,9573526,9653069,9732611,9812150,9891690,9971230,10050769,10130308,10209848,10289388,10368927,10448466,10528006,10748180,10968355,11188529,11408703,11628878,11849052,12069226,12289400,12509575,12729749,12949923,13170096,13390270,13610443,13830617,14050791,14270964,14491138,14711311,14931485,15151662,15371838,15592015,15812192,16032368,16252545,16472722,16692899,16913075,17133252,17353428,17573605,17793781,18013958,18234134,18454310,18674487,18894663,19114840,19335016,19535805,19736594,19937382,20138171,20338960,20539749,20740538,20941326,21142115,21342904,21543697,21744491,21945284,22146078,22346871,22547664,22748458,22949251,23150045,23350838,23551628,23752418,23953208,24153998,24354788,24555578,24756368,24957158,25157948,25358738,25559531,25760325,25961118,26161912,26362705,26563498,26764292,26965085,27165879,27366672,27994840,28623008,29251176,29879344,30507512,31135680,31763848,32392016,33020184,33648352,34776312,35904273,37032233,38160194,39288154,40111981,40935809,41759636,42583464,43407291,44485910,45549487,46604726,47661770,48729397,49808071,50899504,52015279,53169674,54372518,55627743,56931822,58277391,59653092,61049370,62459557,63881296,65313709,66757401,68209604,69670620,71129537,72558986,73923849,75198975,76375677,77460429,78462888,79399708,80285563,81123685,81917488,82683039,83439812,84203817,84979667,85770717,86589342,87449021,88357775,89321903,90335547,91378752,92423338,
VUT,34466,34658,34849,35041,35232,35424,35615,35807,35998,36190,36381,36506,36632,36757,36883,37008,37134,37259,37385,37510,37636,37765,37895,38025,38155,38284,38414,38544,38674,38804,38933,39068,39202,39336,39470,39605,39739,39873,40007,40142,40276,40415,40554,40692,40831,40970,41109,41248,41387,41526,41665,41808,41952,42096,42239,42383,42527,42670,42814,42958,43101,43212,43322,43433,43543,43654,43764,43875,43986,44096,44207,44320,44433,44547,44660,44773,44887,45000,45113,45227,45340,45456,45573,45689,45805,45921,46038,46154,46270,46386,46503,46622,46741,46860,46980,47099,47218,47337,47457,47576,47695,49308,50921,52534,54147,55760,57348,58936,60524,62113,63701,65708,67806,69962,72131,74287,76410,78518,80669,82941,85388,88023,90824,93761,96793,99879,103024,106223,109429,112579,115634,118578,121433,124248,127094,130028,133040,136129,139369,142852,146633,150779,155242,159814,164209,168236,171802,175004,178074,181346,185058,189288,193957,198963,204144,209375,214635,219956,225335,230782,236299,241876,247498,253165,258883,264652
WSM,18348,18450,18551,18653,18755,18857,18959,19061,19163,19265,19367,19609,19851,20093,20335,20577,20819,21061,21304,21546,21788,22060,22332,22605,22877,23149,23422,23694,23967,24239,24511,24818,25124,25430,25737,26043,26350,26656,26962,27269,27575,27920,28264,28609,28954,29299,29643,29988,30333,30677,31022,30210,29398,28586,27773,26961,26149,25337,24525,23713,22901,23706,24512,25317,26123,26928,27733,28539,29344,30150,30955,32095,33236,34376,35516,36657,37797,38937,40077,41218,42358,43987,45616,47244,48873,50502,52131,53760,55389,57018,58647,60992,63338,65683,68029,70374,72720,75065,77411,79756,82102,84883,87665,90446,93228,96009,98536,101063,103591,106118,108645,112121,115786,119564,123354,127068,130687,134194,137503,140520,143175,145437,147323,148889,150219,151383,152390,153244,154010,154763,155554,156435,157401,158383,159281,160030,160591,161014,161424,162001,162865,164073,165568,167206,168786,170158,171276,172191,172979,173758,174614,175567,176592,177677,178794,179928,181072,182238,183440,184700,186029,187434,188901,190390,191845,193228
YEM,2727539,2733105,2738670,2744236,2749802,2755368,2760933,2766499,2772065,2777630,2783196,2788876,2794557,2800237,2805918,2811598,2817278,2822959,2828639,2834320,2840000,2851000,2862000,2873000,2884000,2895000,2906000,2917000,2928000,2939000,2950000,2961000,2972000,2982999,2993999,3004999,3015999,3026999,3037998,3048998,3059998,3070998,3081998,3092998,3103998,3114998,3125998,3136998,3147998,3158998,3169998,3180998,3191998,3202998,3213998,3224998,3235998,3246998,3257998,3268998,3279998,3305898,3331798,3357699,3383599,3409499,3435399,3461299,3487200,3513100,3539000,3564900,3590799,3616699,3642599,3668498,3694398,3720298,3746198,3772097,3797997,3823897,3849797,3875698,3901598,3927498,3953398,3979298,4005199,4031099,4056999,4082899,4108799,4134699,4160599,4186500,4212400,4238300,4264200,4290100,4316000,4406601,4497202,4587804,4678405,4769006,4859607,4950208,5040810,5131411,5222012,5314310,5406607,5498904,5591202,5683500,5775797,5868094,5960392,6052690,6144987,6325006,6505025,6685044,6865063,7045082,7225100,7405119,7585138,7765157,7945176,8345478,8745781,9146083,9546385,9922491,10298596,10674701,11050807,11426912,11961099,12571240,13245003,13948118,14633091,15266147,15834747,16349809,16829935,17304422,17795219,18306287,18832097,19374012,19931617,20504385,21093973,21701105,22322699,22954226,23591972,24234940,24882792,25533217,26183676,
ZAF,744569,761908,779248,796588,813928,831267,848607,865947,883286,900626,917966,947926,977887,1007848,1037809,1067770,1097731,1127691,1157652,1187613,1217574,1336786,1455998,1575210,1694422,1813634,1932846,2052058,2171270,2290482,2409694,2464514,2519334,2574154,2628974,2683794,2738614,2793434,2848254,2903074,2957894,3074670,3191446,3308223,3424999,3541775,3658551,3775327,3892104,4008880,4125656,4266545,4407434,4548322,4689211,4830100,4970989,5111878,5252766,5393655,5534544,5665990,5797435,5928881,6060326,6191772,6323218,6454663,6586109,6717554,6849000,7016640,7184279,7351919,7519559,7687198,7854838,8022478,8190118,8357757,8525397,8706978,8888559,9070140,9251721,9433302,9614884,9796465,9978046,10159627,10341208,10675397,11009586,11343776,11677965,12012154,12300501,12588849,12877196,13165544,13453891,13780915,14115999,14470950,14835032,15208094,15590738,15982916,16385168,16797753,17234811,17683417,18165002,18659832,19168273,19690492,20227075,20778094,21344268,21926017,22502502,23106806,23736489,24384538,25040940,25698856,26354140,27009755,27674446,28360820,29077143,29828874,30611206,31409913,32204952,32983013,33733547,34463077,35195598,35965131,36793490,37692367,38646788,39619539,40558495,41426810,42210216,42921506,43584030,44233730,44896856,45579161,46272223,46971250,47667150,48352951,49027805,49693580,50348811,50992034,51621594,52237272,52837274,53416609,53969054,
